year,age,gender,geography,befolkning
2009,85,F,Finnmark,598
2009,85,F,Hedmark,2725
2009,85,F,Hordaland,5226
2009,85,F,Møre og Romsdal,3172
2009,85,F,Nordland,2904
2009,85,F,Nord-Trøndelag,1525
2009,85,F,Oppland,2462
2009,85,F,Oslo,6012
2009,85,F,Rogaland,3846
2009,85,F,Sogn og Fjordane,1436
2009,85,F,Sør-Trøndelag,2998
2009,85,F,Telemark,2312
2009,85,F,Troms,1450
2009,85,F,Vest-Agder,1762
2009,85,F,Vestfold,2682
2009,85,F,Østfold,3086
2009,85,M,Hele landet,26856
2009,85,M,Helseregion Midt-Norge,4016
2009,85,M,Helseregion Nord-Norge,2462
2009,85,M,Helseregion Sør-Øst,15082
2009,85,M,Helseregion Vest,5296
2009,85,M,Akershus,2542
2009,85,M,Aust-Agder,608
2009,85,M,Buskerud,1516
2009,85,M,Finnmark,270
2009,85,M,Hedmark,1494
2009,85,M,Hordaland,2599
2009,85,M,Møre og Romsdal,1674
2009,85,M,Nordland,1424
2009,85,M,Nord-Trøndelag,854
2009,85,M,Oppland,1327
2009,85,M,Oslo,2640
2009,85,M,Rogaland,1922
2009,85,M,Sogn og Fjordane,774
2009,85,M,Sør-Trøndelag,1488
2009,85,M,Telemark,1185
2009,85,M,Troms,769
2009,85,M,Vest-Agder,876
2009,85,M,Vestfold,1309
2009,85,M,Østfold,1585
2009,90,F,Hele landet,30660
2009,90,F,Helseregion Midt-Norge,4531
2009,90,F,Helseregion Nord-Norge,2898
2009,90,F,Helseregion Sør-Øst,16676
2009,90,F,Helseregion Vest,6556
2009,90,F,Akershus,2212
2009,90,F,Aust-Agder,703
2009,90,F,Buskerud,1644
2009,90,F,Finnmark,321
2009,90,F,Hedmark,1360
2009,90,F,Hordaland,3301
2009,90,F,Møre og Romsdal,1960
2009,90,F,Nordland,1710
2009,90,F,Nord-Trøndelag,912
2009,90,F,Oppland,1282
2009,90,F,Oslo,3923
2009,90,F,Rogaland,2316
2009,90,F,Sogn og Fjordane,938
2009,90,F,Sør-Trøndelag,1658
2009,90,F,Telemark,1194
2009,90,F,Troms,867
2009,90,F,Vest-Agder,1055
2009,90,F,Vestfold,1556
2009,90,F,Østfold,1747
2009,90,M,Hele landet,10508
2009,90,M,Helseregion Midt-Norge,1578
2009,90,M,Helseregion Nord-Norge,926
2009,90,M,Helseregion Sør-Øst,5744
2009,90,M,Helseregion Vest,2260
2009,90,M,Akershus,833
2009,90,M,Aust-Agder,258
2009,90,M,Buskerud,576
2009,90,M,Finnmark,100
2009,90,M,Hedmark,520
2009,90,M,Hordaland,1096
2009,90,M,Møre og Romsdal,671
2009,90,M,Nordland,594
2009,90,M,Nord-Trøndelag,346
2009,90,M,Oppland,559
2009,90,M,Oslo,1122
2009,90,M,Rogaland,798
2009,90,M,Sogn og Fjordane,366
2009,90,M,Sør-Trøndelag,562
2009,90,M,Telemark,420
2009,90,M,Troms,232
2009,90,M,Vest-Agder,382
2009,90,M,Vestfold,525
2009,90,M,Østfold,548
2010,Alle,F,Hele landet,2445249
2010,Alle,F,Helseregion Midt-Norge,336080
2010,Alle,F,Helseregion Nord-Norge,231362
2010,Alle,F,Helseregion Sør-Øst,1372104
2010,Alle,F,Helseregion Vest,505704
2010,Alle,F,Akershus,271978
2010,Alle,F,Aust-Agder,54572
2010,Alle,F,Buskerud,130126
2010,Alle,F,Finnmark,35744
2010,Alle,F,Hedmark,96374
2010,Alle,F,Hordaland,239380
2010,Alle,F,Møre og Romsdal,125085
2010,Alle,F,Nordland,117912
2010,Alle,F,Nord-Trøndelag,65735
2010,Alle,F,Oppland,93334
2010,Alle,F,Oslo,299644
2010,Alle,F,Rogaland,213315
2010,Alle,F,Sogn og Fjordane,53009
2010,Alle,F,Sør-Trøndelag,145260
2010,Alle,F,Telemark,85128
2010,Alle,F,Troms,77706
2010,Alle,F,Vest-Agder,85890
2010,Alle,F,Vestfold,117434
2010,Alle,F,Østfold,137622
2010,Alle,M,Hele landet,2443697
2010,Alle,M,Helseregion Midt-Norge,340601
2010,Alle,M,Helseregion Nord-Norge,235543
2010,Alle,M,Helseregion Sør-Øst,1353194
2010,Alle,M,Helseregion Vest,514358
2010,Alle,M,Akershus,269094
2010,Alle,M,Aust-Agder,54698
2010,Alle,M,Buskerud,129258
2010,Alle,M,Finnmark,37404
2010,Alle,M,Hedmark,94782
2010,Alle,M,Hordaland,241280
2010,Alle,M,Møre og Romsdal,127486
2010,Alle,M,Nordland,118826
2010,Alle,M,Nord-Trøndelag,66082
2010,Alle,M,Oppland,92309
2010,Alle,M,Oslo,293333
2010,Alle,M,Rogaland,218693
2010,Alle,M,Sogn og Fjordane,54386
2010,Alle,M,Sør-Trøndelag,147032
2010,Alle,M,Telemark,83586
2010,Alle,M,Troms,79314
2010,Alle,M,Vest-Agder,85469
2010,Alle,M,Vestfold,115074
2010,Alle,M,Østfold,135591
2010,0,F,Hele landet,134676
2010,0,F,Helseregion Midt-Norge,18069
2010,0,F,Helseregion Nord-Norge,11828
2010,0,F,Helseregion Sør-Øst,74404
2010,0,F,Helseregion Vest,30376
2010,0,F,Akershus,15616
2010,0,F,Aust-Agder,2958
2010,0,F,Buskerud,6658
2010,0,F,Finnmark,1923
2010,0,F,Hedmark,4244
2010,0,F,Hordaland,13883
2010,0,F,Møre og Romsdal,6590
2010,0,F,Nordland,5654
2010,0,F,Nord-Trøndelag,3418
2010,0,F,Oppland,4234
2010,0,F,Oslo,19301
2010,0,F,Rogaland,13747
2010,0,F,Sogn og Fjordane,2746
2010,0,F,Sør-Trøndelag,8062
2010,0,F,Telemark,3838
2010,0,F,Troms,4250
2010,0,F,Vest-Agder,5067
2010,0,F,Vestfold,5643
2010,0,F,Østfold,6844
2010,0,M,Hele landet,142026
2010,0,M,Helseregion Midt-Norge,19036
2010,0,M,Helseregion Nord-Norge,12464
2010,0,M,Helseregion Sør-Øst,78700
2010,0,M,Helseregion Vest,31826
2010,0,M,Akershus,16293
2010,0,M,Aust-Agder,3097
2010,0,M,Buskerud,7268
2010,0,M,Finnmark,1991
2010,0,M,Hedmark,4562
2010,0,M,Hordaland,14540
2010,0,M,Møre og Romsdal,6784
2010,0,M,Nordland,6034
2010,0,M,Nord-Trøndelag,3588
2010,0,M,Oppland,4464
2010,0,M,Oslo,20082
2010,0,M,Rogaland,14348
2010,0,M,Sogn og Fjordane,2939
2010,0,M,Sør-Trøndelag,8664
2010,0,M,Telemark,4202
2010,0,M,Troms,4439
2010,0,M,Vest-Agder,5214
2010,0,M,Vestfold,6212
2010,0,M,Østfold,7308
2010,5,F,Hele landet,145392
2010,5,F,Helseregion Midt-Norge,20202
2010,5,F,Helseregion Nord-Norge,13168
2010,5,F,Helseregion Sør-Øst,79634
2010,5,F,Helseregion Vest,32388
2010,5,F,Akershus,18150
2010,5,F,Aust-Agder,3222
2010,5,F,Buskerud,7691
2010,5,F,Finnmark,2142
2010,5,F,Hedmark,5128
2010,5,F,Hordaland,14821
2010,5,F,Møre og Romsdal,7688
2010,5,F,Nordland,6622
2010,5,F,Nord-Trøndelag,3978
2010,5,F,Oppland,5128
2010,5,F,Oslo,15845
2010,5,F,Rogaland,14188
2010,5,F,Sogn og Fjordane,3379
2010,5,F,Sør-Trøndelag,8536
2010,5,F,Telemark,4690
2010,5,F,Troms,4404
2010,5,F,Vest-Agder,5368
2010,5,F,Vestfold,6601
2010,5,F,Østfold,7810
2010,5,M,Hele landet,151482
2010,5,M,Helseregion Midt-Norge,21116
2010,5,M,Helseregion Nord-Norge,13944
2010,5,M,Helseregion Sør-Øst,83030
2010,5,M,Helseregion Vest,33393
2010,5,M,Akershus,18982
2010,5,M,Aust-Agder,3354
2010,5,M,Buskerud,8037
2010,5,M,Finnmark,2208
2010,5,M,Hedmark,5288
2010,5,M,Hordaland,15360
2010,5,M,Møre og Romsdal,8038
2010,5,M,Nordland,7026
2010,5,M,Nord-Trøndelag,4142
2010,5,M,Oppland,5180
2010,5,M,Oslo,16322
2010,5,M,Rogaland,14585
2010,5,M,Sogn og Fjordane,3448
2010,5,M,Sør-Trøndelag,8935
2010,5,M,Telemark,4850
2010,5,M,Troms,4710
2010,5,M,Vest-Agder,5463
2010,5,M,Vestfold,7144
2010,5,M,Østfold,8410
2010,10,F,Hele landet,153000
2010,10,F,Helseregion Midt-Norge,21665
2010,10,F,Helseregion Nord-Norge,15101
2010,10,F,Helseregion Sør-Øst,82252
2010,10,F,Helseregion Vest,33982
2010,10,F,Akershus,18498
2010,10,F,Aust-Agder,3625
2010,10,F,Buskerud,7956
2010,10,F,Finnmark,2418
2010,10,F,Hedmark,5678
2010,10,F,Hordaland,15573
2010,10,F,Møre og Romsdal,8248
2010,10,F,Nordland,7732
2010,10,F,Nord-Trøndelag,4467
2010,10,F,Oppland,5630
2010,10,F,Oslo,13678
2010,10,F,Rogaland,14824
2010,10,F,Sogn og Fjordane,3586
2010,10,F,Sør-Trøndelag,8950
2010,10,F,Telemark,5240
2010,10,F,Troms,4952
2010,10,F,Vest-Agder,5856
2010,10,F,Vestfold,7426
2010,10,F,Østfold,8664
2010,10,M,Hele landet,161160
2010,10,M,Helseregion Midt-Norge,22921
2010,10,M,Helseregion Nord-Norge,15936
2010,10,M,Helseregion Sør-Øst,86702
2010,10,M,Helseregion Vest,35600
2010,10,M,Akershus,19434
2010,10,M,Aust-Agder,3886
2010,10,M,Buskerud,8474
2010,10,M,Finnmark,2601
2010,10,M,Hedmark,6194
2010,10,M,Hordaland,16151
2010,10,M,Møre og Romsdal,8694
2010,10,M,Nordland,8048
2010,10,M,Nord-Trøndelag,4778
2010,10,M,Oppland,6038
2010,10,M,Oslo,14441
2010,10,M,Rogaland,15581
2010,10,M,Sogn og Fjordane,3868
2010,10,M,Sør-Trøndelag,9448
2010,10,M,Telemark,5358
2010,10,M,Troms,5286
2010,10,M,Vest-Agder,6057
2010,10,M,Vestfold,7752
2010,10,M,Østfold,9067
2010,15,F,Hele landet,155919
2010,15,F,Helseregion Midt-Norge,22267
2010,15,F,Helseregion Nord-Norge,15782
2010,15,F,Helseregion Sør-Øst,83647
2010,15,F,Helseregion Vest,34223
2010,15,F,Akershus,18245
2010,15,F,Aust-Agder,3730
2010,15,F,Buskerud,8179
2010,15,F,Finnmark,2480
2010,15,F,Hedmark,6139
2010,15,F,Hordaland,15632
2010,15,F,Møre og Romsdal,8385
2010,15,F,Nordland,8094
2010,15,F,Nord-Trøndelag,4655
2010,15,F,Oppland,5923
2010,15,F,Oslo,13638
2010,15,F,Rogaland,14720
2010,15,F,Sogn og Fjordane,3872
2010,15,F,Sør-Trøndelag,9227
2010,15,F,Telemark,5524
2010,15,F,Troms,5208
2010,15,F,Vest-Agder,5994
2010,15,F,Vestfold,7644
2010,15,F,Østfold,8630
2010,15,M,Hele landet,166183
2010,15,M,Helseregion Midt-Norge,23466
2010,15,M,Helseregion Nord-Norge,17528
2010,15,M,Helseregion Sør-Øst,88656
2010,15,M,Helseregion Vest,36532
2010,15,M,Akershus,19438
2010,15,M,Aust-Agder,3902
2010,15,M,Buskerud,8432
2010,15,M,Finnmark,2732
2010,15,M,Hedmark,6445
2010,15,M,Hordaland,16626
2010,15,M,Møre og Romsdal,8956
2010,15,M,Nordland,8906
2010,15,M,Nord-Trøndelag,4845
2010,15,M,Oppland,6291
2010,15,M,Oslo,14274
2010,15,M,Rogaland,15788
2010,15,M,Sogn og Fjordane,4119
2010,15,M,Sør-Trøndelag,9664
2010,15,M,Telemark,5886
2010,15,M,Troms,5891
2010,15,M,Vest-Agder,6354
2010,15,M,Vestfold,8236
2010,15,M,Østfold,9399
2010,20,F,Hele landet,154730
2010,20,F,Helseregion Midt-Norge,22226
2010,20,F,Helseregion Nord-Norge,14618
2010,20,F,Helseregion Sør-Øst,83919
2010,20,F,Helseregion Vest,33966
2010,20,F,Akershus,15138
2010,20,F,Aust-Agder,3341
2010,20,F,Buskerud,7510
2010,20,F,Finnmark,2273
2010,20,F,Hedmark,5440
2010,20,F,Hordaland,16362
2010,20,F,Møre og Romsdal,7820
2010,20,F,Nordland,7328
2010,20,F,Nord-Trøndelag,4137
2010,20,F,Oppland,5435
2010,20,F,Oslo,21240
2010,20,F,Rogaland,14206
2010,20,F,Sogn og Fjordane,3398
2010,20,F,Sør-Trøndelag,10270
2010,20,F,Telemark,5190
2010,20,F,Troms,5017
2010,20,F,Vest-Agder,5764
2010,20,F,Vestfold,7066
2010,20,F,Østfold,7796
2010,20,M,Hele landet,160570
2010,20,M,Helseregion Midt-Norge,23673
2010,20,M,Helseregion Nord-Norge,15742
2010,20,M,Helseregion Sør-Øst,85524
2010,20,M,Helseregion Vest,35631
2010,20,M,Akershus,16294
2010,20,M,Aust-Agder,3592
2010,20,M,Buskerud,7996
2010,20,M,Finnmark,2493
2010,20,M,Hedmark,5932
2010,20,M,Hordaland,16818
2010,20,M,Møre og Romsdal,8502
2010,20,M,Nordland,7926
2010,20,M,Nord-Trøndelag,4393
2010,20,M,Oppland,5753
2010,20,M,Oslo,18762
2010,20,M,Rogaland,15092
2010,20,M,Sogn og Fjordane,3722
2010,20,M,Sør-Trøndelag,10778
2010,20,M,Telemark,5542
2010,20,M,Troms,5324
2010,20,M,Vest-Agder,6016
2010,20,M,Vestfold,7342
2010,20,M,Østfold,8295
2010,25,F,Hele landet,151901
2010,25,F,Helseregion Midt-Norge,19976
2010,25,F,Helseregion Nord-Norge,12692
2010,25,F,Helseregion Sør-Øst,85926
2010,25,F,Helseregion Vest,33307
2010,25,F,Akershus,13276
2010,25,F,Aust-Agder,2984
2010,25,F,Buskerud,7142
2010,25,F,Finnmark,2100
2010,25,F,Hedmark,4512
2010,25,F,Hordaland,16016
2010,25,F,Møre og Romsdal,6838
2010,25,F,Nordland,6004
2010,25,F,Nord-Trøndelag,3312
2010,25,F,Oppland,4422
2010,25,F,Oslo,30684
2010,25,F,Rogaland,14559
2010,25,F,Sogn og Fjordane,2732
2010,25,F,Sør-Trøndelag,9826
2010,25,F,Telemark,4357
2010,25,F,Troms,4588
2010,25,F,Vest-Agder,5090
2010,25,F,Vestfold,6186
2010,25,F,Østfold,7274
2010,25,M,Hele landet,156359
2010,25,M,Helseregion Midt-Norge,21788
2010,25,M,Helseregion Nord-Norge,13654
2010,25,M,Helseregion Sør-Øst,85828
2010,25,M,Helseregion Vest,35088
2010,25,M,Akershus,13267
2010,25,M,Aust-Agder,3197
2010,25,M,Buskerud,7274
2010,25,M,Finnmark,2206
2010,25,M,Hedmark,4881
2010,25,M,Hordaland,17046
2010,25,M,Møre og Romsdal,7518
2010,25,M,Nordland,6536
2010,25,M,Nord-Trøndelag,3384
2010,25,M,Oppland,4932
2010,25,M,Oslo,28302
2010,25,M,Rogaland,15129
2010,25,M,Sogn og Fjordane,2913
2010,25,M,Sør-Trøndelag,10888
2010,25,M,Telemark,4635
2010,25,M,Troms,4912
2010,25,M,Vest-Agder,5638
2010,25,M,Vestfold,6404
2010,25,M,Østfold,7299
2010,30,F,Hele landet,155642
2010,30,F,Helseregion Midt-Norge,19314
2010,30,F,Helseregion Nord-Norge,12395
2010,30,F,Helseregion Sør-Øst,90852
2010,30,F,Helseregion Vest,33081
2010,30,F,Akershus,15828
2010,30,F,Aust-Agder,3162
2010,30,F,Buskerud,7796
2010,30,F,Finnmark,1890
2010,30,F,Hedmark,4728
2010,30,F,Hordaland,15728
2010,30,F,Møre og Romsdal,6733
2010,30,F,Nordland,5928
2010,30,F,Nord-Trøndelag,3243
2010,30,F,Oppland,4626
2010,30,F,Oslo,30572
2010,30,F,Rogaland,14721
2010,30,F,Sogn og Fjordane,2632
2010,30,F,Sør-Trøndelag,9338
2010,30,F,Telemark,4500
2010,30,F,Troms,4577
2010,30,F,Vest-Agder,5308
2010,30,F,Vestfold,6564
2010,30,F,Østfold,7769
2010,30,M,Hele landet,162002
2010,30,M,Helseregion Midt-Norge,20998
2010,30,M,Helseregion Nord-Norge,13124
2010,30,M,Helseregion Sør-Øst,92032
2010,30,M,Helseregion Vest,35848
2010,30,M,Akershus,15129
2010,30,M,Aust-Agder,3276
2010,30,M,Buskerud,7917
2010,30,M,Finnmark,2142
2010,30,M,Hedmark,4844
2010,30,M,Hordaland,16874
2010,30,M,Møre og Romsdal,7326
2010,30,M,Nordland,6232
2010,30,M,Nord-Trøndelag,3392
2010,30,M,Oppland,4757
2010,30,M,Oslo,31623
2010,30,M,Rogaland,16169
2010,30,M,Sogn og Fjordane,2805
2010,30,M,Sør-Trøndelag,10280
2010,30,M,Telemark,4538
2010,30,M,Troms,4751
2010,30,M,Vest-Agder,5474
2010,30,M,Vestfold,6559
2010,30,M,Østfold,7914
2010,35,F,Hele landet,173205
2010,35,F,Helseregion Midt-Norge,22076
2010,35,F,Helseregion Nord-Norge,15460
2010,35,F,Helseregion Sør-Øst,100564
2010,35,F,Helseregion Vest,35104
2010,35,F,Akershus,21032
2010,35,F,Aust-Agder,3698
2010,35,F,Buskerud,9425
2010,35,F,Finnmark,2553
2010,35,F,Hedmark,6152
2010,35,F,Hordaland,16635
2010,35,F,Møre og Romsdal,7817
2010,35,F,Nordland,7456
2010,35,F,Nord-Trøndelag,4095
2010,35,F,Oppland,6094
2010,35,F,Oslo,25132
2010,35,F,Rogaland,15264
2010,35,F,Sogn og Fjordane,3206
2010,35,F,Sør-Trøndelag,10164
2010,35,F,Telemark,5554
2010,35,F,Troms,5452
2010,35,F,Vest-Agder,5955
2010,35,F,Vestfold,8032
2010,35,F,Østfold,9492
2010,35,M,Hele landet,181173
2010,35,M,Helseregion Midt-Norge,23726
2010,35,M,Helseregion Nord-Norge,15587
2010,35,M,Helseregion Sør-Øst,103760
2010,35,M,Helseregion Vest,38100
2010,35,M,Akershus,20458
2010,35,M,Aust-Agder,3906
2010,35,M,Buskerud,9750
2010,35,M,Finnmark,2600
2010,35,M,Hedmark,6076
2010,35,M,Hordaland,18003
2010,35,M,Møre og Romsdal,8608
2010,35,M,Nordland,7231
2010,35,M,Nord-Trøndelag,4196
2010,35,M,Oppland,6150
2010,35,M,Oslo,27982
2010,35,M,Rogaland,16720
2010,35,M,Sogn og Fjordane,3377
2010,35,M,Sør-Trøndelag,10923
2010,35,M,Telemark,5766
2010,35,M,Troms,5756
2010,35,M,Vest-Agder,6021
2010,35,M,Vestfold,7922
2010,35,M,Østfold,9728
2010,40,F,Hele landet,179290
2010,40,F,Helseregion Midt-Norge,23972
2010,40,F,Helseregion Nord-Norge,16922
2010,40,F,Helseregion Sør-Øst,102072
2010,40,F,Helseregion Vest,36326
2010,40,F,Akershus,22790
2010,40,F,Aust-Agder,3854
2010,40,F,Buskerud,9738
2010,40,F,Finnmark,2742
2010,40,F,Hedmark,6798
2010,40,F,Hordaland,17071
2010,40,F,Møre og Romsdal,8716
2010,40,F,Nordland,8456
2010,40,F,Nord-Trøndelag,4600
2010,40,F,Oppland,6726
2010,40,F,Oslo,20920
2010,40,F,Rogaland,15695
2010,40,F,Sogn og Fjordane,3560
2010,40,F,Sør-Trøndelag,10656
2010,40,F,Telemark,6210
2010,40,F,Troms,5724
2010,40,F,Vest-Agder,5984
2010,40,F,Vestfold,8657
2010,40,F,Østfold,10396
2010,40,M,Hele landet,189182
2010,40,M,Helseregion Midt-Norge,25174
2010,40,M,Helseregion Nord-Norge,18045
2010,40,M,Helseregion Sør-Øst,107258
2010,40,M,Helseregion Vest,38706
2010,40,M,Akershus,22848
2010,40,M,Aust-Agder,4052
2010,40,M,Buskerud,10280
2010,40,M,Finnmark,3020
2010,40,M,Hedmark,7088
2010,40,M,Hordaland,18055
2010,40,M,Møre og Romsdal,9372
2010,40,M,Nordland,8894
2010,40,M,Nord-Trøndelag,4724
2010,40,M,Oppland,7154
2010,40,M,Oslo,23630
2010,40,M,Rogaland,16855
2010,40,M,Sogn og Fjordane,3796
2010,40,M,Sør-Trøndelag,11078
2010,40,M,Telemark,6326
2010,40,M,Troms,6132
2010,40,M,Vest-Agder,6402
2010,40,M,Vestfold,8839
2010,40,M,Østfold,10638
2010,45,F,Hele landet,166039
2010,45,F,Helseregion Midt-Norge,21969
2010,45,F,Helseregion Nord-Norge,16111
2010,45,F,Helseregion Sør-Øst,94909
2010,45,F,Helseregion Vest,33050
2010,45,F,Akershus,21095
2010,45,F,Aust-Agder,3687
2010,45,F,Buskerud,9021
2010,45,F,Finnmark,2522
2010,45,F,Hedmark,6660
2010,45,F,Hordaland,15395
2010,45,F,Møre og Romsdal,7902
2010,45,F,Nordland,8194
2010,45,F,Nord-Trøndelag,4417
2010,45,F,Oppland,6469
2010,45,F,Oslo,18564
2010,45,F,Rogaland,14206
2010,45,F,Sogn og Fjordane,3450
2010,45,F,Sør-Trøndelag,9650
2010,45,F,Telemark,5782
2010,45,F,Troms,5396
2010,45,F,Vest-Agder,5730
2010,45,F,Vestfold,8346
2010,45,F,Østfold,9554
2010,45,M,Hele landet,175972
2010,45,M,Helseregion Midt-Norge,23732
2010,45,M,Helseregion Nord-Norge,16794
2010,45,M,Helseregion Sør-Øst,99355
2010,45,M,Helseregion Vest,36090
2010,45,M,Akershus,21535
2010,45,M,Aust-Agder,3743
2010,45,M,Buskerud,9582
2010,45,M,Finnmark,2718
2010,45,M,Hedmark,6838
2010,45,M,Hordaland,16712
2010,45,M,Møre og Romsdal,8806
2010,45,M,Nordland,8512
2010,45,M,Nord-Trøndelag,4754
2010,45,M,Oppland,6604
2010,45,M,Oslo,20312
2010,45,M,Rogaland,15466
2010,45,M,Sogn og Fjordane,3912
2010,45,M,Sør-Trøndelag,10172
2010,45,M,Telemark,5986
2010,45,M,Troms,5564
2010,45,M,Vest-Agder,6150
2010,45,M,Vestfold,8480
2010,45,M,Østfold,10126
2010,50,F,Hele landet,157101
2010,50,F,Helseregion Midt-Norge,21644
2010,50,F,Helseregion Nord-Norge,15191
2010,50,F,Helseregion Sør-Øst,89076
2010,50,F,Helseregion Vest,31190
2010,50,F,Akershus,18082
2010,50,F,Aust-Agder,3710
2010,50,F,Buskerud,8683
2010,50,F,Finnmark,2296
2010,50,F,Hedmark,6656
2010,50,F,Hordaland,14522
2010,50,F,Møre og Romsdal,8439
2010,50,F,Nordland,7847
2010,50,F,Nord-Trøndelag,4161
2010,50,F,Oppland,6370
2010,50,F,Oslo,17080
2010,50,F,Rogaland,13119
2010,50,F,Sogn og Fjordane,3549
2010,50,F,Sør-Trøndelag,9044
2010,50,F,Telemark,5821
2010,50,F,Troms,5048
2010,50,F,Vest-Agder,5332
2010,50,F,Vestfold,8118
2010,50,F,Østfold,9225
2010,50,M,Hele landet,163794
2010,50,M,Helseregion Midt-Norge,22824
2010,50,M,Helseregion Nord-Norge,15968
2010,50,M,Helseregion Sør-Øst,91602
2010,50,M,Helseregion Vest,33400
2010,50,M,Akershus,19212
2010,50,M,Aust-Agder,3670
2010,50,M,Buskerud,8820
2010,50,M,Finnmark,2428
2010,50,M,Hedmark,6672
2010,50,M,Hordaland,15567
2010,50,M,Møre og Romsdal,8856
2010,50,M,Nordland,8282
2010,50,M,Nord-Trøndelag,4492
2010,50,M,Oppland,6574
2010,50,M,Oslo,17768
2010,50,M,Rogaland,14074
2010,50,M,Sogn og Fjordane,3758
2010,50,M,Sør-Trøndelag,9476
2010,50,M,Telemark,5866
2010,50,M,Troms,5257
2010,50,M,Vest-Agder,5534
2010,50,M,Vestfold,8100
2010,50,M,Østfold,9385
2010,55,F,Hele landet,147636
2010,55,F,Helseregion Midt-Norge,21138
2010,55,F,Helseregion Nord-Norge,14864
2010,55,F,Helseregion Sør-Øst,82574
2010,55,F,Helseregion Vest,29059
2010,55,F,Akershus,15704
2010,55,F,Aust-Agder,3583
2010,55,F,Buskerud,8184
2010,55,F,Finnmark,2226
2010,55,F,Hedmark,6624
2010,55,F,Hordaland,13712
2010,55,F,Møre og Romsdal,8074
2010,55,F,Nordland,7688
2010,55,F,Nord-Trøndelag,4342
2010,55,F,Oppland,6115
2010,55,F,Oslo,15295
2010,55,F,Rogaland,11988
2010,55,F,Sogn og Fjordane,3358
2010,55,F,Sør-Trøndelag,8722
2010,55,F,Telemark,5650
2010,55,F,Troms,4952
2010,55,F,Vest-Agder,4996
2010,55,F,Vestfold,7711
2010,55,F,Østfold,8712
2010,55,M,Hele landet,151712
2010,55,M,Helseregion Midt-Norge,21934
2010,55,M,Helseregion Nord-Norge,15920
2010,55,M,Helseregion Sør-Øst,83020
2010,55,M,Helseregion Vest,30838
2010,55,M,Akershus,15968
2010,55,M,Aust-Agder,3629
2010,55,M,Buskerud,8338
2010,55,M,Finnmark,2494
2010,55,M,Hedmark,6534
2010,55,M,Hordaland,14364
2010,55,M,Møre og Romsdal,8720
2010,55,M,Nordland,8246
2010,55,M,Nord-Trøndelag,4428
2010,55,M,Oppland,6290
2010,55,M,Oslo,15156
2010,55,M,Rogaland,12786
2010,55,M,Sogn og Fjordane,3687
2010,55,M,Sør-Trøndelag,8786
2010,55,M,Telemark,5737
2010,55,M,Troms,5181
2010,55,M,Vest-Agder,5124
2010,55,M,Vestfold,7570
2010,55,M,Østfold,8674
2010,60,F,Hele landet,145163
2010,60,F,Helseregion Midt-Norge,20304
2010,60,F,Helseregion Nord-Norge,14664
2010,60,F,Helseregion Sør-Øst,82793
2010,60,F,Helseregion Vest,27402
2010,60,F,Akershus,15769
2010,60,F,Aust-Agder,3474
2010,60,F,Buskerud,8436
2010,60,F,Finnmark,2293
2010,60,F,Hedmark,6798
2010,60,F,Hordaland,13502
2010,60,F,Møre og Romsdal,7754
2010,60,F,Nordland,7490
2010,60,F,Nord-Trøndelag,4202
2010,60,F,Oppland,6411
2010,60,F,Oslo,14740
2010,60,F,Rogaland,10750
2010,60,F,Sogn og Fjordane,3152
2010,60,F,Sør-Trøndelag,8346
2010,60,F,Telemark,5732
2010,60,F,Troms,4882
2010,60,F,Vest-Agder,4820
2010,60,F,Vestfold,7485
2010,60,F,Østfold,9127
2010,60,M,Hele landet,148289
2010,60,M,Helseregion Midt-Norge,21024
2010,60,M,Helseregion Nord-Norge,15702
2010,60,M,Helseregion Sør-Øst,82774
2010,60,M,Helseregion Vest,28788
2010,60,M,Akershus,15715
2010,60,M,Aust-Agder,3618
2010,60,M,Buskerud,8404
2010,60,M,Finnmark,2586
2010,60,M,Hedmark,6962
2010,60,M,Hordaland,13975
2010,60,M,Møre og Romsdal,8174
2010,60,M,Nordland,8040
2010,60,M,Nord-Trøndelag,4420
2010,60,M,Oppland,6460
2010,60,M,Oslo,14551
2010,60,M,Rogaland,11330
2010,60,M,Sogn og Fjordane,3484
2010,60,M,Sør-Trøndelag,8430
2010,60,M,Telemark,5730
2010,60,M,Troms,5076
2010,60,M,Vest-Agder,4847
2010,60,M,Vestfold,7454
2010,60,M,Østfold,9032
2010,65,F,Hele landet,115282
2010,65,F,Helseregion Midt-Norge,16552
2010,65,F,Helseregion Nord-Norge,11537
2010,65,F,Helseregion Sør-Øst,65676
2010,65,F,Helseregion Vest,21516
2010,65,F,Akershus,12674
2010,65,F,Aust-Agder,2654
2010,65,F,Buskerud,6702
2010,65,F,Finnmark,1602
2010,65,F,Hedmark,5496
2010,65,F,Hordaland,10337
2010,65,F,Møre og Romsdal,6172
2010,65,F,Nordland,6146
2010,65,F,Nord-Trøndelag,3544
2010,65,F,Oppland,5287
2010,65,F,Oslo,11326
2010,65,F,Rogaland,8688
2010,65,F,Sogn og Fjordane,2492
2010,65,F,Sør-Trøndelag,6837
2010,65,F,Telemark,4557
2010,65,F,Troms,3788
2010,65,F,Vest-Agder,3879
2010,65,F,Vestfold,5820
2010,65,F,Østfold,7282
2010,65,M,Hele landet,112862
2010,65,M,Helseregion Midt-Norge,16588
2010,65,M,Helseregion Nord-Norge,12174
2010,65,M,Helseregion Sør-Øst,62734
2010,65,M,Helseregion Vest,21366
