year,age,gender,geography,befolkning
2005,75,F,Aust-Agder,1682
2005,75,F,Buskerud,4324
2005,75,F,Finnmark,1170
2005,75,F,Hedmark,4302
2005,75,F,Hordaland,7458
2005,75,F,Møre og Romsdal,4780
2005,75,F,Nordland,4548
2005,75,F,Nord-Trøndelag,2406
2005,75,F,Oppland,3900
2005,75,F,Oslo,8298
2005,75,F,Rogaland,5660
2005,75,F,Sogn og Fjordane,1900
2005,75,F,Sør-Trøndelag,4672
2005,75,F,Telemark,3356
2005,75,F,Troms,2527
2005,75,F,Vest-Agder,2764
2005,75,F,Vestfold,3904
2005,75,F,Østfold,5020
2005,75,M,Hele landet,61886
2005,75,M,Helseregion Midt-Norge,9406
2005,75,M,Helseregion Nord-Norge,6423
2005,75,M,Helseregion Sør-Øst,34406
2005,75,M,Helseregion Vest,11652
2005,75,M,Akershus,6071
2005,75,M,Aust-Agder,1331
2005,75,M,Buskerud,3394
2005,75,M,Finnmark,948
2005,75,M,Hedmark,3402
2005,75,M,Hordaland,5678
2005,75,M,Møre og Romsdal,3729
2005,75,M,Nordland,3515
2005,75,M,Nord-Trøndelag,1987
2005,75,M,Oppland,3096
2005,75,M,Oslo,5593
2005,75,M,Rogaland,4342
2005,75,M,Sogn og Fjordane,1632
2005,75,M,Sør-Trøndelag,3690
2005,75,M,Telemark,2498
2005,75,M,Troms,1960
2005,75,M,Vest-Agder,1988
2005,75,M,Vestfold,3180
2005,75,M,Østfold,3852
2005,80,F,Hele landet,74116
2005,80,F,Helseregion Midt-Norge,10788
2005,80,F,Helseregion Nord-Norge,7229
2005,80,F,Helseregion Sør-Øst,42126
2005,80,F,Helseregion Vest,13972
2005,80,F,Akershus,6418
2005,80,F,Aust-Agder,1648
2005,80,F,Buskerud,4138
2005,80,F,Finnmark,954
2005,80,F,Hedmark,3916
2005,80,F,Hordaland,6903
2005,80,F,Møre og Romsdal,4328
2005,80,F,Nordland,4142
2005,80,F,Nord-Trøndelag,2168
2005,80,F,Oppland,3622
2005,80,F,Oslo,8473
2005,80,F,Rogaland,5147
2005,80,F,Sogn og Fjordane,1922
2005,80,F,Sør-Trøndelag,4292
2005,80,F,Telemark,3286
2005,80,F,Troms,2134
2005,80,F,Vest-Agder,2514
2005,80,F,Vestfold,3738
2005,80,F,Østfold,4370
2005,80,M,Hele landet,46369
2005,80,M,Helseregion Midt-Norge,7015
2005,80,M,Helseregion Nord-Norge,4442
2005,80,M,Helseregion Sør-Øst,26090
2005,80,M,Helseregion Vest,8822
2005,80,M,Akershus,4366
2005,80,M,Aust-Agder,1004
2005,80,M,Buskerud,2613
2005,80,M,Finnmark,568
2005,80,M,Hedmark,2547
2005,80,M,Hordaland,4292
2005,80,M,Møre og Romsdal,2821
2005,80,M,Nordland,2487
2005,80,M,Nord-Trøndelag,1534
2005,80,M,Oppland,2376
2005,80,M,Oslo,4494
2005,80,M,Rogaland,3278
2005,80,M,Sogn og Fjordane,1253
2005,80,M,Sør-Trøndelag,2660
2005,80,M,Telemark,2019
2005,80,M,Troms,1386
2005,80,M,Vest-Agder,1472
2005,80,M,Vestfold,2356
2005,80,M,Østfold,2842
2005,85,F,Hele landet,49058
2005,85,F,Helseregion Midt-Norge,7318
2005,85,F,Helseregion Nord-Norge,4700
2005,85,F,Helseregion Sør-Øst,27132
2005,85,F,Helseregion Vest,9907
2005,85,F,Akershus,3741
2005,85,F,Aust-Agder,1126
2005,85,F,Buskerud,2624
2005,85,F,Finnmark,536
2005,85,F,Hedmark,2305
2005,85,F,Hordaland,4915
2005,85,F,Møre og Romsdal,3066
2005,85,F,Nordland,2744
2005,85,F,Nord-Trøndelag,1454
2005,85,F,Oppland,2129
2005,85,F,Oslo,6044
2005,85,F,Rogaland,3645
2005,85,F,Sogn og Fjordane,1347
2005,85,F,Sør-Trøndelag,2799
2005,85,F,Telemark,2054
2005,85,F,Troms,1420
2005,85,F,Vest-Agder,1690
2005,85,F,Vestfold,2508
2005,85,F,Østfold,2910
2005,85,M,Hele landet,23572
2005,85,M,Helseregion Midt-Norge,3649
2005,85,M,Helseregion Nord-Norge,2158
2005,85,M,Helseregion Sør-Øst,12918
2005,85,M,Helseregion Vest,4848
2005,85,M,Akershus,1934
2005,85,M,Aust-Agder,562
2005,85,M,Buskerud,1286
2005,85,M,Finnmark,242
2005,85,M,Hedmark,1264
2005,85,M,Hordaland,2347
2005,85,M,Møre og Romsdal,1543
2005,85,M,Nordland,1302
2005,85,M,Nord-Trøndelag,789
2005,85,M,Oppland,1190
2005,85,M,Oslo,2366
2005,85,M,Rogaland,1767
2005,85,M,Sogn og Fjordane,734
2005,85,M,Sør-Trøndelag,1317
2005,85,M,Telemark,1058
2005,85,M,Troms,612
2005,85,M,Vest-Agder,844
2005,85,M,Vestfold,1150
2005,85,M,Østfold,1264
2005,90,F,Hele landet,26150
2005,90,F,Helseregion Midt-Norge,3844
2005,90,F,Helseregion Nord-Norge,2501
2005,90,F,Helseregion Sør-Øst,14323
2005,90,F,Helseregion Vest,5482
2005,90,F,Akershus,1772
2005,90,F,Aust-Agder,658
2005,90,F,Buskerud,1391
2005,90,F,Finnmark,310
2005,90,F,Hedmark,1137
2005,90,F,Hordaland,2766
2005,90,F,Møre og Romsdal,1626
2005,90,F,Nordland,1468
2005,90,F,Nord-Trøndelag,742
2005,90,F,Oppland,1136
2005,90,F,Oslo,3536
2005,90,F,Rogaland,1916
2005,90,F,Sogn og Fjordane,802
2005,90,F,Sør-Trøndelag,1476
2005,90,F,Telemark,1046
2005,90,F,Troms,724
2005,90,F,Vest-Agder,844
2005,90,F,Vestfold,1326
2005,90,F,Østfold,1476
2005,90,M,Hele landet,8759
2005,90,M,Helseregion Midt-Norge,1328
2005,90,M,Helseregion Nord-Norge,851
2005,90,M,Helseregion Sør-Øst,4745
2005,90,M,Helseregion Vest,1834
2005,90,M,Akershus,606
2005,90,M,Aust-Agder,231
2005,90,M,Buskerud,490
2005,90,M,Finnmark,92
2005,90,M,Hedmark,480
2005,90,M,Hordaland,878
2005,90,M,Møre og Romsdal,569
2005,90,M,Nordland,532
2005,90,M,Nord-Trøndelag,281
2005,90,M,Oppland,480
2005,90,M,Oslo,938
2005,90,M,Rogaland,639
2005,90,M,Sogn og Fjordane,318
2005,90,M,Sør-Trøndelag,478
2005,90,M,Telemark,388
2005,90,M,Troms,228
2005,90,M,Vest-Agder,289
2005,90,M,Vestfold,416
2005,90,M,Østfold,426
2006,Alle,F,Hele landet,2347036
2006,Alle,F,Helseregion Midt-Norge,325860
2006,Alle,F,Helseregion Nord-Norge,230064
2006,Alle,F,Helseregion Sør-Øst,1310134
2006,Alle,F,Helseregion Vest,480978
2006,Alle,F,Akershus,255319
2006,Alle,F,Aust-Agder,52464
2006,Alle,F,Buskerud,124748
2006,Alle,F,Finnmark,35782
2006,Alle,F,Hedmark,95441
2006,Alle,F,Hordaland,228158
2006,Alle,F,Møre og Romsdal,122268
2006,Alle,F,Nordland,117892
2006,Alle,F,Nord-Trøndelag,64509
2006,Alle,F,Oppland,92326
2006,Alle,F,Oslo,277650
2006,Alle,F,Rogaland,200106
2006,Alle,F,Sogn og Fjordane,52714
2006,Alle,F,Sør-Trøndelag,139082
2006,Alle,F,Telemark,84240
2006,Alle,F,Troms,76390
2006,Alle,F,Vest-Agder,82072
2006,Alle,F,Vestfold,113313
2006,Alle,F,Østfold,132562
2006,Alle,M,Hele landet,2314006
2006,Alle,M,Helseregion Midt-Norge,325400
2006,Alle,M,Helseregion Nord-Norge,232504
2006,Alle,M,Helseregion Sør-Øst,1274806
2006,Alle,M,Helseregion Vest,481297
2006,Alle,M,Akershus,249870
2006,Alle,M,Aust-Agder,51952
2006,Alle,M,Buskerud,121708
2006,Alle,M,Finnmark,37019
2006,Alle,M,Hedmark,93170
2006,Alle,M,Hordaland,226566
2006,Alle,M,Møre og Romsdal,122954
2006,Alle,M,Nordland,117990
2006,Alle,M,Nord-Trøndelag,64399
2006,Alle,M,Oppland,90808
2006,Alle,M,Oslo,265888
2006,Alle,M,Rogaland,201008
2006,Alle,M,Sogn og Fjordane,53722
2006,Alle,M,Sør-Trøndelag,138047
2006,Alle,M,Telemark,81907
2006,Alle,M,Troms,77494
2006,Alle,M,Vest-Agder,80961
2006,Alle,M,Vestfold,109648
2006,Alle,M,Østfold,128894
2006,0,F,Hele landet,127050
2006,0,F,Helseregion Midt-Norge,17306
2006,0,F,Helseregion Nord-Norge,11716
2006,0,F,Helseregion Sør-Øst,69820
2006,0,F,Helseregion Vest,28208
2006,0,F,Akershus,14910
2006,0,F,Aust-Agder,2693
2006,0,F,Buskerud,6435
2006,0,F,Finnmark,1970
2006,0,F,Hedmark,4234
2006,0,F,Hordaland,12970
2006,0,F,Møre og Romsdal,6438
2006,0,F,Nordland,5736
2006,0,F,Nord-Trøndelag,3316
2006,0,F,Oppland,4214
2006,0,F,Oslo,16998
2006,0,F,Rogaland,12370
2006,0,F,Sogn og Fjordane,2869
2006,0,F,Sør-Trøndelag,7552
2006,0,F,Telemark,3932
2006,0,F,Troms,4010
2006,0,F,Vest-Agder,4529
2006,0,F,Vestfold,5382
2006,0,F,Østfold,6492
2006,0,M,Hele landet,132536
2006,0,M,Helseregion Midt-Norge,18124
2006,0,M,Helseregion Nord-Norge,12352
2006,0,M,Helseregion Sør-Øst,72818
2006,0,M,Helseregion Vest,29242
2006,0,M,Akershus,15530
2006,0,M,Aust-Agder,2712
2006,0,M,Buskerud,6669
2006,0,M,Finnmark,2033
2006,0,M,Hedmark,4422
2006,0,M,Hordaland,13566
2006,0,M,Møre og Romsdal,6685
2006,0,M,Nordland,6066
2006,0,M,Nord-Trøndelag,3520
2006,0,M,Oppland,4440
2006,0,M,Oslo,17583
2006,0,M,Rogaland,12686
2006,0,M,Sogn og Fjordane,2990
2006,0,M,Sør-Trøndelag,7918
2006,0,M,Telemark,4017
2006,0,M,Troms,4253
2006,0,M,Vest-Agder,4607
2006,0,M,Vestfold,5880
2006,0,M,Østfold,6958
2006,5,F,Hele landet,147153
2006,5,F,Helseregion Midt-Norge,20788
2006,5,F,Helseregion Nord-Norge,14584
2006,5,F,Helseregion Sør-Øst,78872
2006,5,F,Helseregion Vest,32910
2006,5,F,Akershus,17494
2006,5,F,Aust-Agder,3306
2006,5,F,Buskerud,7602
2006,5,F,Finnmark,2448
2006,5,F,Hedmark,5401
2006,5,F,Hordaland,15143
2006,5,F,Møre og Romsdal,7918
2006,5,F,Nordland,7306
2006,5,F,Nord-Trøndelag,4207
2006,5,F,Oppland,5464
2006,5,F,Oslo,14228
2006,5,F,Rogaland,14323
2006,5,F,Sogn og Fjordane,3444
2006,5,F,Sør-Trøndelag,8664
2006,5,F,Telemark,4954
2006,5,F,Troms,4830
2006,5,F,Vest-Agder,5463
2006,5,F,Vestfold,6956
2006,5,F,Østfold,8004
2006,5,M,Hele landet,154431
2006,5,M,Helseregion Midt-Norge,21992
2006,5,M,Helseregion Nord-Norge,15418
2006,5,M,Helseregion Sør-Øst,82936
2006,5,M,Helseregion Vest,34086
2006,5,M,Akershus,18446
2006,5,M,Aust-Agder,3620
2006,5,M,Buskerud,8036
2006,5,M,Finnmark,2541
2006,5,M,Hedmark,5708
2006,5,M,Hordaland,15401
2006,5,M,Møre og Romsdal,8284
2006,5,M,Nordland,7658
2006,5,M,Nord-Trøndelag,4490
2006,5,M,Oppland,5646
2006,5,M,Oslo,14997
2006,5,M,Rogaland,14959
2006,5,M,Sogn og Fjordane,3726
2006,5,M,Sør-Trøndelag,9217
2006,5,M,Telemark,5080
2006,5,M,Troms,5220
2006,5,M,Vest-Agder,5733
2006,5,M,Vestfold,7173
2006,5,M,Østfold,8496
2006,10,F,Hele landet,152222
2006,10,F,Helseregion Midt-Norge,21939
2006,10,F,Helseregion Nord-Norge,15778
2006,10,F,Helseregion Sør-Øst,80930
2006,10,F,Helseregion Vest,33576
2006,10,F,Akershus,17950
2006,10,F,Aust-Agder,3558
2006,10,F,Buskerud,7851
2006,10,F,Finnmark,2502
2006,10,F,Hedmark,5924
2006,10,F,Hordaland,15320
2006,10,F,Møre og Romsdal,8232
2006,10,F,Nordland,8085
2006,10,F,Nord-Trøndelag,4618
2006,10,F,Oppland,5764
2006,10,F,Oslo,12942
2006,10,F,Rogaland,14459
2006,10,F,Sogn og Fjordane,3796
2006,10,F,Sør-Trøndelag,9089
2006,10,F,Telemark,5379
2006,10,F,Troms,5191
2006,10,F,Vest-Agder,5845
2006,10,F,Vestfold,7310
2006,10,F,Østfold,8408
2006,10,M,Hele landet,161144
2006,10,M,Helseregion Midt-Norge,22818
2006,10,M,Helseregion Nord-Norge,17001
2006,10,M,Helseregion Sør-Øst,85504
2006,10,M,Helseregion Vest,35822
2006,10,M,Akershus,18824
2006,10,M,Aust-Agder,3741
2006,10,M,Buskerud,8128
2006,10,M,Finnmark,2772
2006,10,M,Hedmark,6228
2006,10,M,Hordaland,16424
2006,10,M,Møre og Romsdal,8712
2006,10,M,Nordland,8651
2006,10,M,Nord-Trøndelag,4740
2006,10,M,Oppland,6103
2006,10,M,Oslo,13776
2006,10,M,Rogaland,15354
2006,10,M,Sogn og Fjordane,4042
2006,10,M,Sør-Trøndelag,9364
2006,10,M,Telemark,5652
2006,10,M,Troms,5578
2006,10,M,Vest-Agder,6170
2006,10,M,Vestfold,7886
2006,10,M,Østfold,8996
2006,15,F,Hele landet,149922
2006,15,F,Helseregion Midt-Norge,21684
2006,15,F,Helseregion Nord-Norge,15372
2006,15,F,Helseregion Sør-Øst,79962
2006,15,F,Helseregion Vest,32906
2006,15,F,Akershus,16895
2006,15,F,Aust-Agder,3577
2006,15,F,Buskerud,7803
2006,15,F,Finnmark,2423
2006,15,F,Hedmark,5934
2006,15,F,Hordaland,15163
2006,15,F,Møre og Romsdal,8288
2006,15,F,Nordland,7976
2006,15,F,Nord-Trøndelag,4438
2006,15,F,Oppland,5650
2006,15,F,Oslo,13141
2006,15,F,Rogaland,13960
2006,15,F,Sogn og Fjordane,3783
2006,15,F,Sør-Trøndelag,8958
2006,15,F,Telemark,5514
2006,15,F,Troms,4973
2006,15,F,Vest-Agder,5770
2006,15,F,Vestfold,7486
2006,15,F,Østfold,8192
2006,15,M,Hele landet,157624
2006,15,M,Helseregion Midt-Norge,22886
2006,15,M,Helseregion Nord-Norge,16386
2006,15,M,Helseregion Sør-Øst,83532
2006,15,M,Helseregion Vest,34820
2006,15,M,Akershus,17989
2006,15,M,Aust-Agder,3690
2006,15,M,Buskerud,8197
2006,15,M,Finnmark,2543
2006,15,M,Hedmark,6301
2006,15,M,Hordaland,15838
2006,15,M,Møre og Romsdal,8832
2006,15,M,Nordland,8480
2006,15,M,Nord-Trøndelag,4810
2006,15,M,Oppland,6010
2006,15,M,Oslo,13229
2006,15,M,Rogaland,14957
2006,15,M,Sogn og Fjordane,4026
2006,15,M,Sør-Trøndelag,9244
2006,15,M,Telemark,5743
2006,15,M,Troms,5362
2006,15,M,Vest-Agder,5970
2006,15,M,Vestfold,7748
2006,15,M,Østfold,8654
2006,20,F,Hele landet,135622
2006,20,F,Helseregion Midt-Norge,19784
2006,20,F,Helseregion Nord-Norge,13258
2006,20,F,Helseregion Sør-Øst,72488
2006,20,F,Helseregion Vest,30091
2006,20,F,Akershus,12682
2006,20,F,Aust-Agder,3199
2006,20,F,Buskerud,6786
2006,20,F,Finnmark,2098
2006,20,F,Hedmark,4986
2006,20,F,Hordaland,14058
2006,20,F,Møre og Romsdal,7354
2006,20,F,Nordland,6684
2006,20,F,Nord-Trøndelag,3868
2006,20,F,Oppland,4798
2006,20,F,Oslo,17069
2006,20,F,Rogaland,12865
2006,20,F,Sogn og Fjordane,3168
2006,20,F,Sør-Trøndelag,8561
2006,20,F,Telemark,4666
2006,20,F,Troms,4476
2006,20,F,Vest-Agder,5015
2006,20,F,Vestfold,6228
2006,20,F,Østfold,7058
2006,20,M,Hele landet,141384
2006,20,M,Helseregion Midt-Norge,20772
2006,20,M,Helseregion Nord-Norge,14398
2006,20,M,Helseregion Sør-Øst,74806
2006,20,M,Helseregion Vest,31408
2006,20,M,Akershus,13722
2006,20,M,Aust-Agder,3442
2006,20,M,Buskerud,7032
2006,20,M,Finnmark,2181
2006,20,M,Hedmark,5350
2006,20,M,Hordaland,14720
2006,20,M,Møre og Romsdal,8042
2006,20,M,Nordland,7362
2006,20,M,Nord-Trøndelag,3912
2006,20,M,Oppland,5285
2006,20,M,Oslo,15477
2006,20,M,Rogaland,13224
2006,20,M,Sogn og Fjordane,3464
2006,20,M,Sør-Trøndelag,8818
2006,20,M,Telemark,5051
2006,20,M,Troms,4854
2006,20,M,Vest-Agder,5542
2006,20,M,Vestfold,6622
2006,20,M,Østfold,7282
2006,25,F,Hele landet,142336
2006,25,F,Helseregion Midt-Norge,18618
2006,25,F,Helseregion Nord-Norge,12374
2006,25,F,Helseregion Sør-Øst,80743
2006,25,F,Helseregion Vest,30602
2006,25,F,Akershus,12697
2006,25,F,Aust-Agder,2832
2006,25,F,Buskerud,6772
2006,25,F,Finnmark,1907
2006,25,F,Hedmark,4384
2006,25,F,Hordaland,14671
2006,25,F,Møre og Romsdal,6510
2006,25,F,Nordland,5955
2006,25,F,Nord-Trøndelag,3136
2006,25,F,Oppland,4449
2006,25,F,Oslo,27482
2006,25,F,Rogaland,13186
2006,25,F,Sogn og Fjordane,2744
2006,25,F,Sør-Trøndelag,8972
2006,25,F,Telemark,4307
2006,25,F,Troms,4512
2006,25,F,Vest-Agder,4968
2006,25,F,Vestfold,5822
2006,25,F,Østfold,7031
2006,25,M,Hele landet,143983
2006,25,M,Helseregion Midt-Norge,19995
2006,25,M,Helseregion Nord-Norge,13380
2006,25,M,Helseregion Sør-Øst,78814
2006,25,M,Helseregion Vest,31794
2006,25,M,Akershus,12246
2006,25,M,Aust-Agder,2964
2006,25,M,Buskerud,6807
2006,25,M,Finnmark,2135
2006,25,M,Hedmark,4690
2006,25,M,Hordaland,15232
2006,25,M,Møre og Romsdal,6980
2006,25,M,Nordland,6477
2006,25,M,Nord-Trøndelag,3372
2006,25,M,Oppland,4708
2006,25,M,Oslo,24462
2006,25,M,Rogaland,13726
2006,25,M,Sogn og Fjordane,2836
2006,25,M,Sør-Trøndelag,9643
2006,25,M,Telemark,4593
2006,25,M,Troms,4768
2006,25,M,Vest-Agder,5215
2006,25,M,Vestfold,5990
2006,25,M,Østfold,7138
2006,30,F,Hele landet,161438
2006,30,F,Helseregion Midt-Norge,20154
2006,30,F,Helseregion Nord-Norge,14606
2006,30,F,Helseregion Sør-Øst,94112
2006,30,F,Helseregion Vest,32566
2006,30,F,Akershus,16929
2006,30,F,Aust-Agder,3300
2006,30,F,Buskerud,8204
2006,30,F,Finnmark,2503
2006,30,F,Hedmark,5398
2006,30,F,Hordaland,15822
2006,30,F,Møre og Romsdal,6909
2006,30,F,Nordland,6871
2006,30,F,Nord-Trøndelag,3604
2006,30,F,Oppland,5414
2006,30,F,Oslo,28934
2006,30,F,Rogaland,13904
2006,30,F,Sogn og Fjordane,2839
2006,30,F,Sør-Trøndelag,9642
2006,30,F,Telemark,5076
2006,30,F,Troms,5232
2006,30,F,Vest-Agder,5397
2006,30,F,Vestfold,7032
2006,30,F,Østfold,8430
2006,30,M,Hele landet,164878
2006,30,M,Helseregion Midt-Norge,21318
2006,30,M,Helseregion Nord-Norge,14635
2006,30,M,Helseregion Sør-Øst,94506
2006,30,M,Helseregion Vest,34418
2006,30,M,Akershus,15948
2006,30,M,Aust-Agder,3432
2006,30,M,Buskerud,8300
2006,30,M,Finnmark,2483
2006,30,M,Hedmark,5430
2006,30,M,Hordaland,16672
2006,30,M,Møre og Romsdal,7406
2006,30,M,Nordland,6676
2006,30,M,Nord-Trøndelag,3575
2006,30,M,Oppland,5510
2006,30,M,Oslo,30050
2006,30,M,Rogaland,14685
2006,30,M,Sogn og Fjordane,3061
2006,30,M,Sør-Trøndelag,10337
2006,30,M,Telemark,5139
2006,30,M,Troms,5476
2006,30,M,Vest-Agder,5416
2006,30,M,Vestfold,6820
2006,30,M,Østfold,8460
2006,35,F,Hele landet,176040
2006,35,F,Helseregion Midt-Norge,23354
2006,35,F,Helseregion Nord-Norge,16858
2006,35,F,Helseregion Sør-Øst,100238
2006,35,F,Helseregion Vest,35590
2006,35,F,Akershus,21310
2006,35,F,Aust-Agder,3679
2006,35,F,Buskerud,9414
2006,35,F,Finnmark,2827
2006,35,F,Hedmark,6520
2006,35,F,Hordaland,16818
2006,35,F,Møre og Romsdal,8424
2006,35,F,Nordland,8214
2006,35,F,Nord-Trøndelag,4422
2006,35,F,Oppland,6520
2006,35,F,Oslo,22994
2006,35,F,Rogaland,15255
2006,35,F,Sogn og Fjordane,3517
2006,35,F,Sør-Trøndelag,10508
2006,35,F,Telemark,5897
2006,35,F,Troms,5818
2006,35,F,Vest-Agder,5750
2006,35,F,Vestfold,8220
2006,35,F,Østfold,9935
2006,35,M,Hele landet,181664
2006,35,M,Helseregion Midt-Norge,24131
2006,35,M,Helseregion Nord-Norge,17816
2006,35,M,Helseregion Sør-Øst,102888
2006,35,M,Helseregion Vest,36830
2006,35,M,Akershus,20544
2006,35,M,Aust-Agder,3798
2006,35,M,Buskerud,9510
2006,35,M,Finnmark,3064
2006,35,M,Hedmark,6660
2006,35,M,Hordaland,17348
2006,35,M,Møre og Romsdal,8821
2006,35,M,Nordland,8625
2006,35,M,Nord-Trøndelag,4470
2006,35,M,Oppland,6688
2006,35,M,Oslo,25364
2006,35,M,Rogaland,15830
2006,35,M,Sogn og Fjordane,3650
2006,35,M,Sør-Trøndelag,10840
2006,35,M,Telemark,6052
2006,35,M,Troms,6127
2006,35,M,Vest-Agder,6116
2006,35,M,Vestfold,8192
2006,35,M,Østfold,9962
2006,40,F,Hele landet,167028
2006,40,F,Helseregion Midt-Norge,21979
2006,40,F,Helseregion Nord-Norge,16376
2006,40,F,Helseregion Sør-Øst,95480
2006,40,F,Helseregion Vest,33194
2006,40,F,Akershus,21318
2006,40,F,Aust-Agder,3636
2006,40,F,Buskerud,8976
2006,40,F,Finnmark,2568
2006,40,F,Hedmark,6592
2006,40,F,Hordaland,15544
2006,40,F,Møre og Romsdal,7768
2006,40,F,Nordland,8296
2006,40,F,Nord-Trøndelag,4401
2006,40,F,Oppland,6426
2006,40,F,Oslo,19378
2006,40,F,Rogaland,14210
2006,40,F,Sogn og Fjordane,3440
2006,40,F,Sør-Trøndelag,9810
2006,40,F,Telemark,5836
2006,40,F,Troms,5512
2006,40,F,Vest-Agder,5722
2006,40,F,Vestfold,8172
2006,40,F,Østfold,9425
2006,40,M,Hele landet,175180
2006,40,M,Helseregion Midt-Norge,23668
2006,40,M,Helseregion Nord-Norge,17082
2006,40,M,Helseregion Sør-Øst,98881
2006,40,M,Helseregion Vest,35548
2006,40,M,Akershus,20928
2006,40,M,Aust-Agder,3612
2006,40,M,Buskerud,9489
2006,40,M,Finnmark,2802
2006,40,M,Hedmark,6766
2006,40,M,Hordaland,16696
2006,40,M,Møre og Romsdal,8583
2006,40,M,Nordland,8527
2006,40,M,Nord-Trøndelag,4730
2006,40,M,Oppland,6674
2006,40,M,Oslo,21262
2006,40,M,Rogaland,15026
2006,40,M,Sogn og Fjordane,3826
2006,40,M,Sør-Trøndelag,10356
2006,40,M,Telemark,5952
2006,40,M,Troms,5753
2006,40,M,Vest-Agder,6108
2006,40,M,Vestfold,8248
2006,40,M,Østfold,9842
2006,45,F,Hele landet,156916
2006,45,F,Helseregion Midt-Norge,21412
2006,45,F,Helseregion Nord-Norge,15156
2006,45,F,Helseregion Sør-Øst,88866
2006,45,F,Helseregion Vest,31482
2006,45,F,Akershus,18486
2006,45,F,Aust-Agder,3571
2006,45,F,Buskerud,8503
2006,45,F,Finnmark,2342
2006,45,F,Hedmark,6458
2006,45,F,Hordaland,14660
2006,45,F,Møre og Romsdal,8230
2006,45,F,Nordland,7772
2006,45,F,Nord-Trøndelag,4128
2006,45,F,Oppland,6356
2006,45,F,Oslo,17356
2006,45,F,Rogaland,13282
2006,45,F,Sogn og Fjordane,3540
2006,45,F,Sør-Trøndelag,9054
2006,45,F,Telemark,5703
2006,45,F,Troms,5044
2006,45,F,Vest-Agder,5352
2006,45,F,Vestfold,8069
2006,45,F,Østfold,9012
2006,45,M,Hele landet,162950
2006,45,M,Helseregion Midt-Norge,22474
2006,45,M,Helseregion Nord-Norge,16007
2006,45,M,Helseregion Sør-Øst,91215
2006,45,M,Helseregion Vest,33254
2006,45,M,Akershus,19289
2006,45,M,Aust-Agder,3610
2006,45,M,Buskerud,8606
2006,45,M,Finnmark,2449
2006,45,M,Hedmark,6602
2006,45,M,Hordaland,15559
2006,45,M,Møre og Romsdal,8564
2006,45,M,Nordland,8227
2006,45,M,Nord-Trøndelag,4386
2006,45,M,Oppland,6494
2006,45,M,Oslo,18158
2006,45,M,Rogaland,13924
2006,45,M,Sogn og Fjordane,3771
2006,45,M,Sør-Trøndelag,9524
2006,45,M,Telemark,5744
2006,45,M,Troms,5331
2006,45,M,Vest-Agder,5472
2006,45,M,Vestfold,8084
2006,45,M,Østfold,9155
2006,50,F,Hele landet,152168
2006,50,F,Helseregion Midt-Norge,21722
2006,50,F,Helseregion Nord-Norge,15438
2006,50,F,Helseregion Sør-Øst,85030
2006,50,F,Helseregion Vest,29977
2006,50,F,Akershus,16476
2006,50,F,Aust-Agder,3686
2006,50,F,Buskerud,8400
2006,50,F,Finnmark,2332
2006,50,F,Hedmark,6790
2006,50,F,Hordaland,14088
2006,50,F,Møre og Romsdal,8376
2006,50,F,Nordland,7917
2006,50,F,Nord-Trøndelag,4356
2006,50,F,Oppland,6222
2006,50,F,Oslo,15920
2006,50,F,Rogaland,12430
2006,50,F,Sogn og Fjordane,3458
2006,50,F,Sør-Trøndelag,8990
2006,50,F,Telemark,5800
2006,50,F,Troms,5188
2006,50,F,Vest-Agder,5154
2006,50,F,Vestfold,7757
2006,50,F,Østfold,8822
2006,50,M,Hele landet,156057
2006,50,M,Helseregion Midt-Norge,22289
2006,50,M,Helseregion Nord-Norge,16468
2006,50,M,Helseregion Sør-Øst,85730
2006,50,M,Helseregion Vest,31570
2006,50,M,Akershus,16784
2006,50,M,Aust-Agder,3654
2006,50,M,Buskerud,8455
2006,50,M,Finnmark,2554
2006,50,M,Hedmark,6668
2006,50,M,Hordaland,14848
2006,50,M,Møre og Romsdal,8799
2006,50,M,Nordland,8617
2006,50,M,Nord-Trøndelag,4464
2006,50,M,Oppland,6452
2006,50,M,Oslo,15890
2006,50,M,Rogaland,12990
2006,50,M,Sogn og Fjordane,3733
2006,50,M,Sør-Trøndelag,9026
2006,50,M,Telemark,5962
2006,50,M,Troms,5297
2006,50,M,Vest-Agder,5354
2006,50,M,Vestfold,7642
2006,50,M,Østfold,8870
2006,55,F,Hele landet,144775
2006,55,F,Helseregion Midt-Norge,20388
2006,55,F,Helseregion Nord-Norge,14845
2006,55,F,Helseregion Sør-Øst,81840
2006,55,F,Helseregion Vest,27701
2006,55,F,Akershus,15387
2006,55,F,Aust-Agder,3415
2006,55,F,Buskerud,8262
2006,55,F,Finnmark,2367
2006,55,F,Hedmark,6705
2006,55,F,Hordaland,13482
2006,55,F,Møre og Romsdal,7842
2006,55,F,Nordland,7590
2006,55,F,Nord-Trøndelag,4157
2006,55,F,Oppland,6306
2006,55,F,Oslo,15068
2006,55,F,Rogaland,10998
2006,55,F,Sogn og Fjordane,3220
2006,55,F,Sør-Trøndelag,8390
2006,55,F,Telemark,5644
2006,55,F,Troms,4888
2006,55,F,Vest-Agder,4838
2006,55,F,Vestfold,7355
2006,55,F,Østfold,8861
2006,55,M,Hele landet,150118
2006,55,M,Helseregion Midt-Norge,21608
2006,55,M,Helseregion Nord-Norge,16206
