drug,,,,ADHD-midler,ADHD-midler,Antibiotika,Antibiotika,Antidepressiva,Antidepressiva,Astma- og KOLS-midler,Astma- og KOLS-midler,Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),Blodtrykksmidler (brukes også ved andre hjerte/kar sykdommer),Demensmidler,Demensmidler,Hormontilskudd ved overgangsalder,Hormontilskudd ved overgangsalder,Kolesterolsenkende midler,Kolesterolsenkende midler,Potensmidler,Potensmidler,Prevensjonsmidler unntatt spiraler og vaginalringer,Prevensjonsmidler unntatt spiraler og vaginalringer,Smertestillende midler,Smertestillende midler,Sovemidler og beroligende midler,Sovemidler og beroligende midler
,,,,ddd,prevalens pr 1000,ddd,prevalens pr 1000,ddd,prevalens pr 1000,ddd,prevalens pr 1000,ddd,prevalens pr 1000,ddd,prevalens pr 1000,ddd,prevalens pr 1000,ddd,prevalens pr 1000,ddd,prevalens pr 1000,ddd,prevalens pr 1000,ddd,prevalens pr 1000,ddd,prevalens pr 1000
geography,year,age,gender,,,,,,,,,,,,,,,,,,,,,,,,
Helseregion Sør-Øst,2015,55.000,F,114627.594,2.491,695963.875,286.584,3913309.750,130.140,3476504.750,123.153,10453554.000,242.700,11944.629,0.462,2687987.500,200.654,5219564.500,147.394,3530.000,0.135,53047.336,2.006,4935784.000,397.002,3840809.500,221.761
Helseregion Sør-Øst,2015,55.000,M,149713.031,2.621,403388.656,195.613,2144529.250,69.565,2505045.000,86.213,15780797.000,291.592,12749.955,0.418,2551.716,0.066,9678787.000,206.448,410557.312,79.441,,,3486411.250,315.628,2274289.250,123.814
Helseregion Sør-Øst,2015,60.000,F,35103.523,0.885,769601.125,308.449,3740626.250,134.922,4169583.000,142.864,14115750.000,333.432,44934.703,1.537,1855192.375,207.571,7592210.500,226.788,4429.240,0.246,4082.204,0.148,5000335.000,408.146,4286316.500,259.504
Helseregion Sør-Øst,2015,60.000,M,68684.539,1.278,457026.906,226.877,2071629.500,71.430,3022048.000,104.285,20729194.000,406.787,41829.656,1.452,2104.413,0.099,12277721.000,291.952,416581.000,96.080,,,3341391.000,329.920,2465138.500,146.932
Helseregion Sør-Øst,2015,65.000,F,13125.666,0.424,914539.062,321.182,3590516.250,134.051,5368524.000,162.143,19375284.000,433.797,79362.539,3.353,1405556.625,195.556,10173771.000,306.339,5439.556,0.212,,,5093337.000,410.753,4775441.000,298.425
Helseregion Sør-Øst,2015,65.000,M,27117.840,0.536,520512.469,246.964,1893868.125,70.530,4131914.750,126.531,26838784.000,516.392,78426.133,3.036,1532.064,0.102,15181051.000,375.855,419816.625,107.664,,,3278986.250,330.620,2513228.000,165.846
Helseregion Sør-Øst,2015,70.000,F,5871.333,0.305,838198.562,337.207,2575761.250,132.379,4645189.000,174.301,20163150.000,540.060,145018.688,8.137,905815.250,168.603,9648521.000,373.688,3432.624,0.209,,,4190409.000,427.712,4113896.000,337.062
Helseregion Sør-Øst,2015,70.000,M,8407.021,0.226,459529.125,270.001,1206609.625,66.462,3772691.500,145.649,24023068.000,603.091,128676.945,7.649,1332.248,0.122,12710793.000,438.771,296952.000,106.568,0.000,0.000,2475933.750,335.732,2010290.875,186.277
Helseregion Sør-Øst,2015,75.000,F,5095.333,0.354,755823.812,361.230,1944634.375,150.751,3251026.250,171.303,17061902.000,620.897,245708.438,19.644,464475.969,134.119,7351501.000,410.108,2270.616,0.288,,,3353362.750,473.624,3729868.750,407.827
Helseregion Sør-Øst,2015,75.000,M,3909.333,0.214,337200.594,291.796,811127.500,76.224,2504598.000,150.948,16936344.000,657.137,192984.984,18.567,,,8437845.000,476.503,135276.984,81.020,0.000,0.000,1704138.125,359.286,1609208.000,228.754
Helseregion Sør-Øst,2015,80.000,F,1519.000,0.145,654002.625,376.736,1528475.625,159.985,2202620.500,154.494,14676879.000,677.561,345939.031,38.406,267526.344,99.036,5155883.000,399.832,,,0.000,0.000,2706976.000,495.032,3206153.500,444.657
Helseregion Sør-Øst,2015,80.000,M,,,277163.969,326.360,564958.000,87.223,1810649.375,159.976,11842277.000,707.739,223842.703,33.575,,,5130579.000,478.235,52942.340,48.529,0.000,0.000,1173693.750,374.043,1317929.875,271.503
Helseregion Sør-Øst,2015,85.000,F,,,560205.125,373.853,1104565.750,160.033,1364792.875,123.342,11359238.000,689.902,297042.375,46.319,164935.062,76.529,2953063.500,320.484,,,0.000,0.000,2214180.000,496.626,2695624.750,459.783
Helseregion Sør-Øst,2015,85.000,M,,,213462.172,341.520,344936.156,93.957,946996.000,143.210,6998924.000,710.006,169106.969,42.430,0.000,0.000,2405203.000,408.577,11839.000,20.273,0.000,0.000,750744.750,381.092,989326.875,315.465
Helseregion Sør-Øst,2015,90.000,F,,,382235.688,338.624,579922.438,125.814,543786.500,77.635,6982836.500,617.521,141639.125,30.067,107933.562,52.198,997963.250,165.954,,,,,1501212.875,454.365,1819237.625,420.482
Helseregion Sør-Øst,2015,90.000,M,,,128719.281,357.041,139557.406,85.034,313567.312,106.748,2871211.250,681.316,52945.895,29.775,0.000,0.000,666063.000,265.245,1530.000,7.021,0.000,0.000,375171.906,373.163,531219.000,340.918
Helseregion Sør-Øst,2016,,F,4004321.500,6.130,10459857.000,256.711,38525088.000,84.880,39515388.000,97.348,132447304.000,168.417,1267510.000,3.266,12859570.000,68.320,56857392.000,97.944,62411.441,0.131,66751324.000,132.572,49857672.000,275.868,39727196.000,149.475
Helseregion Sør-Øst,2016,,M,5959759.500,8.848,5667887.000,173.541,20823980.000,44.071,31323702.000,81.000,153396112.000,166.906,917211.312,2.233,93930.227,0.143,83929144.000,117.366,2965728.500,38.296,11715.540,0.044,29905432.000,204.154,22311170.000,84.607
Helseregion Sør-Øst,2016,0.000,F,,,116277.469,214.334,0.000,0.000,553421.625,103.891,8478.083,1.597,0.000,0.000,7350.000,1.297,,,,,0.000,0.000,3294.301,13.884,23014.420,6.580
Helseregion Sør-Øst,2016,0.000,M,0.000,0.000,137023.234,227.335,,,851649.250,135.372,9190.792,1.367,0.000,0.000,,,0.000,0.000,2038.400,0.142,0.000,0.000,4045.228,15.858,30966.551,7.439
Helseregion Sør-Øst,2016,5.000,F,64344.301,3.234,122743.078,149.472,420.333,0.058,532513.375,58.405,10789.125,0.693,0.000,0.000,900.000,0.127,807.143,0.092,,,0.000,0.000,8513.779,10.545,116323.914,7.426
Helseregion Sør-Øst,2016,5.000,M,230883.359,9.262,104307.203,122.932,1803.500,0.164,890619.062,86.822,15047.792,1.059,0.000,0.000,0.000,0.000,3000.000,0.153,,,0.000,0.000,8537.110,11.239,242505.812,11.327
Helseregion Sør-Øst,2016,10.000,F,352683.656,12.698,132652.016,101.359,33143.020,1.633,634511.125,61.214,21470.125,1.502,0.000,0.000,5016.921,0.322,13423.000,0.584,,,168590.047,8.513,61720.520,29.903,287788.250,14.272
Helseregion Sør-Øst,2016,10.000,M,1027457.438,32.811,108154.398,88.362,38959.168,1.574,987825.125,80.036,27648.250,1.711,0.000,0.000,,,13320.500,0.673,,,0.000,0.000,35053.766,20.539,555910.375,20.722
Helseregion Sør-Øst,2016,15.000,F,425530.688,15.131,545902.125,257.633,625073.938,28.276,796972.750,69.073,74166.836,6.478,0.000,0.000,21179.072,1.282,30545.809,1.446,1296.000,0.059,14195491.000,402.481,362286.656,124.743,436495.094,37.423
Helseregion Sør-Øst,2016,15.000,M,870061.312,26.291,395383.719,164.307,280697.875,10.780,802554.125,57.524,55600.418,3.058,0.000,0.000,6176.558,0.155,26015.215,1.108,1390.000,0.753,1756.000,0.078,177023.016,73.622,432204.125,24.862
Helseregion Sør-Øst,2016,20.000,F,410059.375,12.613,573578.062,297.071,1326008.625,54.585,697798.688,56.752,177305.547,12.849,0.000,0.000,36143.586,2.246,72757.742,2.448,,,18737600.000,570.646,638833.250,191.720,392848.531,53.473
Helseregion Sør-Øst,2016,20.000,M,513012.875,14.328,313326.844,158.115,711230.625,27.630,610986.938,40.634,148832.562,6.384,,,14544.776,0.384,61856.570,2.210,13645.400,4.911,1182.820,0.117,387073.906,123.673,309910.562,33.812
Helseregion Sør-Øst,2016,25.000,F,537363.438,12.050,566569.875,270.994,1918113.000,62.545,846315.750,54.279,332085.875,18.090,0.000,0.000,96473.977,5.138,111472.547,3.392,2877.076,0.078,13896731.000,421.802,1070259.500,210.362,581472.750,65.908
Helseregion Sør-Øst,2016,25.000,M,559229.125,11.933,272321.031,139.472,1045509.062,36.406,634851.250,39.595,348107.719,11.118,0.000,0.000,10793.699,0.245,157210.797,4.543,31057.998,9.313,2268.336,0.108,666913.625,155.673,479486.469,44.090
Helseregion Sør-Øst,2016,30.000,F,441168.875,8.623,529446.000,264.913,2016167.000,69.308,838709.875,56.090,565946.625,26.527,0.000,0.000,180789.406,9.655,142662.953,4.585,3309.000,0.132,7412068.500,259.468,1515910.000,229.551,781899.750,73.548
Helseregion Sør-Øst,2016,30.000,M,540756.938,9.530,276972.062,144.150,1299722.625,41.034,757641.438,42.203,758690.125,18.329,0.000,0.000,14447.416,0.253,329241.281,9.579,57101.805,13.662,2761.820,0.078,1016409.562,180.507,690640.625,54.218
Helseregion Sør-Øst,2016,35.000,F,421920.281,8.193,521601.938,254.692,2424607.250,81.723,1196476.500,67.535,1055713.500,39.685,0.000,0.000,262931.094,12.754,263195.750,8.327,1617.112,0.103,5061499.000,174.920,2155885.000,267.075,1097719.000,90.050
Helseregion Sør-Øst,2016,35.000,M,544894.125,8.863,294768.531,153.367,1599782.750,47.427,906452.000,49.067,1574976.000,35.333,0.000,0.000,12744.438,0.277,766510.312,19.485,98635.992,20.651,1098.820,0.079,1466090.875,206.604,989539.500,64.175
Helseregion Sør-Øst,2016,40.000,F,478463.938,7.849,560164.562,241.585,3211463.250,99.902,1809669.375,83.668,2415522.750,69.091,0.000,0.000,467688.406,19.062,710931.438,19.130,10963.112,0.234,3887767.250,121.773,3491288.750,316.985,1772905.250,117.638
Helseregion Sør-Øst,2016,40.000,M,569309.875,7.805,321743.375,152.005,1896005.125,53.127,1353704.250,58.619,3514183.750,67.278,,,10350.258,0.158,1868992.750,43.158,184525.000,31.488,,,2198250.750,238.265,1266331.125,75.361
Helseregion Sør-Øst,2016,45.000,F,399501.812,6.711,603310.938,238.994,3888383.000,114.982,2574011.500,97.413,4671163.000,110.571,1045.258,0.066,1117414.875,49.866,1593753.625,41.176,4188.000,0.151,2554263.000,76.001,4865378.500,360.772,2612746.500,146.758
Helseregion Sør-Øst,2016,45.000,M,494417.969,6.499,364310.625,155.003,2260191.250,59.897,1762158.625,65.718,6929410.500,119.558,,,8782.521,0.127,3980995.500,81.709,297946.000,46.690,,,3067449.750,273.123,1729130.875,89.800
Helseregion Sør-Øst,2016,50.000,F,266826.469,4.404,621838.438,249.121,3906364.750,123.872,3116784.500,109.367,7475919.500,170.243,7321.578,0.245,2712919.250,140.977,3041381.750,82.354,8488.000,0.194,743460.500,24.393,5418723.000,395.908,3203518.500,182.699
Helseregion Sør-Øst,2016,50.000,M,310586.094,4.405,368199.344,163.899,2350074.500,66.532,2240710.750,76.470,11037093.000,191.534,4008.347,0.185,4619.188,0.136,6940782.500,138.470,373727.688,63.051,,,3543588.250,297.575,2008077.250,105.243
Helseregion Sør-Øst,2016,55.000,F,130432.586,2.747,660546.812,267.215,3877453.500,129.924,3508272.250,124.732,10402141.000,240.292,17303.604,0.605,2758623.750,202.909,5221429.000,147.315,4760.000,0.146,85797.523,2.231,5254943.500,403.463,3744196.750,215.770
Helseregion Sør-Øst,2016,55.000,M,175057.031,2.825,383161.719,180.818,2188998.500,69.602,2526284.250,87.622,15832278.000,290.419,15404.299,0.502,4845.026,0.087,9752829.000,208.534,444530.312,83.488,,,3598875.000,316.728,2195145.500,121.109
Helseregion Sør-Øst,2016,60.000,F,43868.844,1.020,759900.750,288.110,3749504.000,132.789,4371403.500,144.961,14273474.000,329.968,32662.885,1.260,1847967.000,207.995,7775557.000,226.301,5395.412,0.192,6217.239,0.240,5158178.000,409.375,4244969.500,256.119
Helseregion Sør-Øst,2016,60.000,M,75766.172,1.406,425082.750,205.954,2040918.750,70.502,3145042.500,108.032,21239314.000,404.563,39731.035,1.394,2444.294,0.097,12706485.000,294.118,452349.812,99.001,,,3510840.500,332.267,2365427.500,142.835
Helseregion Sør-Øst,2016,65.000,F,19677.334,0.565,850877.875,302.228,3499871.500,133.992,5137791.000,165.321,18435220.000,428.722,77941.594,3.248,1337808.625,197.573,9959522.000,308.917,8257.112,0.270,,,5072430.500,414.457,4562327.500,295.795
Helseregion Sør-Øst,2016,65.000,M,23135.633,0.525,478190.688,230.036,1874261.625,71.282,3984810.750,128.752,25631962.000,512.014,72636.039,2.902,1876.464,0.105,15031806.000,380.531,437700.281,111.328,,,3299426.250,336.086,2420842.000,163.809
Helseregion Sør-Øst,2016,70.000,F,6007.833,0.246,914590.938,321.475,2909807.500,135.659,5299476.000,179.772,22157656.000,537.169,151036.484,7.654,988304.500,173.567,10748589.000,376.548,4976.860,0.290,,,4701706.000,429.068,4534443.000,336.668
Helseregion Sør-Øst,2016,70.000,M,16940.641,0.326,496265.188,255.292,1336834.375,66.263,4241223.000,151.738,26975354.000,603.693,143434.578,7.200,1530.424,0.093,14621168.000,447.160,344623.000,108.101,0.000,0.000,2793778.500,337.182,2204326.750,183.892
Helseregion Sør-Øst,2016,75.000,F,3070.000,0.261,757967.000,345.403,1951528.875,147.542,3429378.250,174.977,17322050.000,617.907,236614.656,18.813,480694.031,140.966,7644054.500,417.759,2758.736,0.218,,,3492120.250,471.062,3685040.000,400.144
Helseregion Sør-Øst,2016,75.000,M,4266.333,0.236,328694.312,277.789,836701.562,76.506,2509665.000,153.117,17320988.000,657.465,205223.703,18.753,,,8896185.000,483.185,149210.000,85.202,0.000,0.000,1756853.875,359.377,1567885.625,220.430
Helseregion Sør-Øst,2016,80.000,F,2962.000,0.292,651435.625,367.419,1487879.125,160.189,2232847.250,158.233,14512088.000,675.913,315805.031,35.857,266848.906,105.557,5342555.000,407.977,,,0.000,0.000,2739917.500,499.635,3138767.250,443.805
Helseregion Sør-Øst,2016,80.000,M,1391.333,0.239,264648.844,305.043,575971.812,87.303,1769386.375,162.517,11884166.000,704.214,219532.344,32.839,,,5373799.000,487.032,59710.000,52.390,,,1172393.875,370.681,1286762.250,270.170
Helseregion Sør-Øst,2016,85.000,F,,,574519.688,367.652,1107636.375,162.353,1345428.500,127.157,11396664.000,689.838,286599.750,44.358,169484.578,81.845,3091578.500,330.661,,,0.000,0.000,2276859.250,506.528,2645646.500,458.811
Helseregion Sør-Øst,2016,85.000,M,,,206268.609,332.239,338821.594,92.764,993862.812,153.019,7124958.000,718.360,163608.156,41.522,,,2660949.500,428.286,13989.000,22.596,0.000,0.000,798444.875,385.413,987397.500,318.012
Helseregion Sør-Øst,2016,90.000,F,,,395934.000,333.589,591663.875,126.187,593606.000,81.930,7139447.000,630.373,141179.203,28.943,101031.562,51.455,1093118.250,176.314,,,,,1569425.500,467.381,1865074.625,428.178
Helseregion Sør-Øst,2016,90.000,M,,,129064.266,355.488,147462.141,84.970,354275.156,116.818,2968318.000,680.388,52076.883,28.197,0.000,0.000,737994.062,278.072,1883.800,6.672,0.000,0.000,404384.281,389.602,548678.625,338.746
Helseregion Vest,2004,,F,131349.188,0.837,2605015.500,269.547,11303976.000,78.732,8463049.000,75.439,36227388.000,137.456,473029.531,3.644,7120859.500,66.958,9057338.000,59.193,1010.000,0.078,15811035.000,121.926,11725445.000,240.550,10728241.000,128.173
Helseregion Vest,2004,,M,564707.188,3.184,1672705.625,193.776,6237199.500,43.904,7823461.500,67.851,36763412.000,122.444,272074.094,2.004,7162.000,0.057,11626620.000,68.482,325565.219,20.493,1268.045,0.034,7118544.500,190.411,6677753.500,70.257
Helseregion Vest,2004,0.000,F,0.000,0.000,55704.812,261.360,0.000,0.000,185941.125,175.555,800.033,0.564,0.000,0.000,675.000,0.317,0.000,0.000,0.000,0.000,,,1403.423,5.072,5363.517,4.790
Helseregion Vest,2004,0.000,M,,,61601.383,276.277,0.000,0.000,289873.812,215.120,1789.933,0.579,0.000,0.000,0.000,0.000,0.000,0.000,0.000,0.000,,,1178.933,6.371,6368.717,4.974
Helseregion Vest,2004,5.000,F,13833.042,1.653,57781.840,180.553,621.333,0.210,184835.578,67.298,3877.017,0.511,0.000,0.000,,,,,0.000,0.000,0.000,0.000,5747.250,7.604,25197.834,4.178
Helseregion Vest,2004,5.000,M,80788.758,7.754,49362.418,165.212,2169.500,0.459,308207.406,87.186,2844.667,0.718,0.000,0.000,0.000,0.000,,,0.000,0.000,0.000,0.000,4755.507,8.730,49889.367,6.548
Helseregion Vest,2004,10.000,F,44280.418,3.816,45641.793,110.929,17449.029,1.729,162439.172,42.392,7485.683,1.580,0.000,0.000,6933.944,0.417,969.333,0.209,0.000,0.000,20286.752,3.697,26223.166,29.782,27545.666,4.502
Helseregion Vest,2004,10.000,M,259694.406,18.253,41006.359,97.144,19125.666,2.016,291199.094,60.078,4512.833,0.980,0.000,0.000,0.000,0.000,1374.667,0.224,0.000,0.000,0.000,0.000,17432.547,23.264,69925.516,6.915
Helseregion Vest,2004,15.000,F,26195.727,2.903,126762.586,231.355,164552.578,22.161,202638.969,53.097,13491.467,3.000,0.000,0.000,7499.184,1.032,4283.000,0.774,0.000,0.000,3314908.500,396.290,96370.484,118.903,36851.996,14.161
Helseregion Vest,2004,15.000,M,130202.562,10.543,113858.344,147.933,84153.070,10.482,214611.203,41.561,9831.793,1.615,0.000,0.000,0.000,0.000,6603.571,1.036,164.000,0.274,0.000,0.000,59411.137,82.513,34604.867,9.019
Helseregion Vest,2004,20.000,F,10516.000,0.977,155728.609,309.498,368829.031,45.301,215186.672,48.535,34132.215,6.871,0.000,0.000,11707.318,2.088,14397.190,1.549,0.000,0.000,4505547.500,532.233,171546.953,190.670,69584.094,36.207
Helseregion Vest,2004,20.000,M,23969.125,2.524,105940.242,179.718,229068.141,30.158,161429.500,32.973,29614.986,3.786,0.000,0.000,,,15200.212,1.586,4705.000,3.139,337.112,0.162,125491.766,154.349,109173.695,26.793
Helseregion Vest,2004,25.000,F,6150.000,0.527,161255.750,313.545,510190.250,56.631,220191.641,47.796,71961.844,11.109,0.000,0.000,16658.867,3.494,16613.504,2.077,,,3122184.500,390.876,250961.484,210.041,135514.109,47.434
Helseregion Vest,2004,25.000,M,23704.666,1.690,97796.805,183.357,356728.125,39.535,211230.062,33.445,68554.148,7.078,0.000,0.000,,,32887.430,2.997,5795.000,6.026,,,217512.953,187.948,228910.812,40.172
Helseregion Vest,2004,30.000,F,5379.133,0.622,185681.375,316.780,683840.312,67.883,290648.906,49.483,168779.312,18.875,0.000,0.000,27508.781,4.296,34181.430,3.022,50.000,0.207,2297422.750,256.393,442565.906,232.866,275885.250,61.780
Helseregion Vest,2004,30.000,M,12138.000,0.880,116945.328,198.932,515487.438,47.482,247757.938,36.066,218744.672,14.710,0.000,0.000,,,82611.633,6.588,9564.000,8.718,,,378528.312,216.397,367448.469,46.801
Helseregion Vest,2004,35.000,F,11614.666,0.458,179483.922,285.084,915123.688,83.882,371960.844,55.740,312495.094,31.520,,,69057.945,7.672,84290.805,6.499,,,1404704.625,146.035,654724.562,272.946,394651.500,81.076
Helseregion Vest,2004,35.000,M,13550.666,0.656,121618.531,198.491,589454.562,51.967,304077.625,39.419,486876.188,28.539,,,,,200807.438,15.226,14822.004,11.673,0.000,0.000,525463.625,239.141,385528.469,56.505
Helseregion Vest,2004,40.000,F,5844.667,0.435,153203.422,251.353,1072533.750,100.684,464850.938,60.373,647200.000,55.677,0.000,0.000,171935.797,20.467,141031.375,13.095,36.000,0.156,730884.062,77.418,796340.438,298.942,579632.938,108.274
Helseregion Vest,2004,40.000,M,7338.000,0.496,108891.125,181.800,592860.750,56.369,306160.719,38.659,915131.062,52.022,0.000,0.000,,,403662.562,30.811,21974.000,16.251,,,631083.062,255.150,478369.875,64.801
Helseregion Vest,2004,45.000,F,1782.875,0.193,157943.516,256.145,1182143.875,112.976,556999.375,66.932,1139160.500,91.093,0.000,0.000,654506.688,82.077,295764.469,27.177,302.000,0.193,347662.188,36.707,1019403.312,331.996,797752.125,142.559
Helseregion Vest,2004,45.000,M,3307.000,0.277,98259.453,173.898,631253.375,62.271,365755.688,39.362,1670479.500,93.884,,,0.000,0.000,700159.500,58.766,33801.332,25.985,0.000,0.000,666386.250,262.062,558622.438,80.599
Helseregion Vest,2004,50.000,F,1168.667,0.208,164032.125,278.536,1177736.375,123.675,664908.938,77.032,2073307.875,155.035,,,1574892.625,213.598,581846.875,59.879,,,63488.293,7.520,1180209.750,365.029,961997.688,182.826
Helseregion Vest,2004,50.000,M,5001.333,0.356,111260.227,184.303,691594.562,67.640,475879.250,49.896,2945837.250,165.846,2357.333,0.259,,,1247275.875,101.865,45302.332,37.851,,,777131.625,282.217,652768.500,98.724
Helseregion Vest,2004,55.000,F,,,179928.094,297.182,1180872.250,132.406,889795.000,92.233,3338195.750,231.720,3896.315,0.434,1791348.000,263.006,1027863.875,108.345,32.000,0.181,3351.665,0.361,1336570.750,383.923,1120555.750,214.740
Helseregion Vest,2004,55.000,M,,,123837.961,206.111,659766.500,69.798,723093.312,63.263,4831557.000,261.573,3130.667,0.308,,,1894872.250,163.958,55911.934,51.630,0.000,0.000,875950.125,299.860,669750.625,112.465
Helseregion Vest,2004,60.000,F,,,155840.125,301.890,876283.062,129.064,834751.938,107.987,3792541.000,318.998,6979.667,0.898,1106420.500,229.584,1275652.750,177.174,,,,,1196734.375,389.414,983460.125,247.684
Helseregion Vest,2004,60.000,M,0.000,0.000,104278.219,222.796,487452.219,70.710,707447.875,79.167,5004696.000,355.525,8523.648,1.175,327.000,0.235,1792758.250,214.950,50022.699,68.173,0.000,0.000,716790.625,299.145,603287.562,129.675
Helseregion Vest,2004,65.000,F,,,141241.656,319.741,681006.750,136.780,808415.438,117.333,3769274.750,389.189,19910.150,3.878,592065.875,174.266,1361107.250,243.890,,,0.000,0.000,945818.312,381.962,925586.312,300.470
Helseregion Vest,2004,65.000,M,,,93498.547,242.084,334963.031,69.229,754298.688,101.763,4783066.000,437.973,19143.838,3.912,,,1629258.750,279.213,36103.500,80.902,0.000,0.000,584045.125,309.636,531519.750,161.679
Helseregion Vest,2004,70.000,F,,,149547.922,331.363,643789.375,142.507,818781.688,116.345,4765635.000,486.510,58522.863,12.075,364064.469,132.445,1508515.750,292.686,,,0.000,0.000,942693.375,390.416,1017105.375,349.286
Helseregion Vest,2004,70.000,M,,,90506.156,257.992,334182.969,79.705,879996.188,122.884,5108456.000,532.330,42440.336,9.113,,,1516516.875,324.533,28370.900,73.991,,,517660.812,308.838,543028.125,196.152
Helseregion Vest,2004,75.000,F,,,166237.469,333.047,672319.312,155.937,719843.562,112.863,5522806.000,576.913,106467.172,24.340,267590.469,107.652,1413269.125,294.657,0.000,0.000,,,947246.375,398.153,1089083.625,386.016
