Valuedrug,Valuetime,Valueage,Valuegender,Valuegeography,SumAntall_unike_pasienter,SumPrevalens_pr_1000,SumBefolkning,SumSum_AUP,SumSum_DDD
ADHD-midler,2010,5 - 9,Kvinne,Rogaland,60,4.228925852833380,14188,277212.03125,14990.1748046875
ADHD-midler,2010,5 - 9,Kvinne,Sogn og Fjordane,9,2.663509914175792,3379,17068.69921875,1326
ADHD-midler,2010,5 - 9,Kvinne,Sør-Trøndelag,35,4.100281162136832,8536,148536.296875,9194.1787109375
ADHD-midler,2010,5 - 9,Kvinne,Telemark,24,5.117270788912580,4690,137871.796875,7990.02099609375
ADHD-midler,2010,5 - 9,Kvinne,Troms,11,2.497729336966394,4404,62273.69921875,3711.08325195313
ADHD-midler,2010,5 - 9,Kvinne,Vest-Agder,10,1.862891207153502,5368,33071.4296875,2558.669921875
ADHD-midler,2010,5 - 9,Kvinne,Vestfold,28,4.241781548250265,6601,153228.90625,8940.31640625
ADHD-midler,2010,5 - 9,Kvinne,Østfold,46,5.889884763124200,7810,201614.6875,13179.466796875
ADHD-midler,2010,5 - 9,Mann,Akershus,166,8.745126962385418,18982,863102.4375,48111.8125
ADHD-midler,2010,5 - 9,Mann,Aust-Agder,55,16.398330351818724,3354,250810.90625,14569.6083984375
ADHD-midler,2010,5 - 9,Mann,Buskerud,77,9.580689311932313,8037,411529.90625,23302.708984375
ADHD-midler,2010,5 - 9,Mann,Finnmark,30,13.586956521739130,2208,132467.296875,8251.341796875
ADHD-midler,2010,5 - 9,Mann,Hedmark,99,18.721633888048411,5288,520813.40625,32068.525390625
ADHD-midler,2010,5 - 9,Mann,Hordaland,162,10.546875000000000,15360,941663.75,44767.37109375
ADHD-midler,2010,5 - 9,Mann,Møre og Romsdal,86,10.699178900223936,8038,407004.8125,22317.091796875
ADHD-midler,2010,5 - 9,Mann,Nordland,165,23.484201537147737,7026,928061.125,53693.67578125
ADHD-midler,2010,5 - 9,Mann,Nord-Trøndelag,40,9.657170449058426,4142,272115.8125,15050.7919921875
ADHD-midler,2010,5 - 9,Mann,Oppland,50,9.652509652509653,5180,228125.71875,16404.125
ADHD-midler,2010,5 - 9,Mann,Oslo,117,7.168239186374219,16322,480672.5,30513.279296875
ADHD-midler,2010,5 - 9,Mann,Rogaland,210,14.398354473774426,14585,1164859.375,61935.578125
ADHD-midler,2010,5 - 9,Mann,Sogn og Fjordane,38,11.020881670533643,3448,194050.734375,10919.1337890625
ADHD-midler,2010,5 - 9,Mann,Sør-Trøndelag,97,10.856183547845551,8935,463307.09375,27674.724609375
ADHD-midler,2010,5 - 9,Mann,Telemark,65,13.402061855670103,4850,499132.75,20620.33203125
ADHD-midler,2010,5 - 9,Mann,Troms,70,14.861995753715499,4710,401513.21875,24527.7421875
ADHD-midler,2010,5 - 9,Mann,Vest-Agder,32,5.857587406187077,5463,130468.109375,7477.3564453125
ADHD-midler,2010,5 - 9,Mann,Vestfold,109,15.257558790593505,7144,563770.1875,27106.75390625
ADHD-midler,2010,5 - 9,Mann,Østfold,106,12.604042806183115,8410,661702.5,42460.07421875
ADHD-midler,2010,10 - 14,Kvinne,Akershus,208,11.244458860417342,18498,1138604,69688.7265625
ADHD-midler,2010,10 - 14,Kvinne,Aust-Agder,72,19.862068965517241,3625,380598.40625,21831.2578125
ADHD-midler,2010,10 - 14,Kvinne,Buskerud,98,12.317747611865259,7956,671310.5,37175.58203125
ADHD-midler,2010,10 - 14,Kvinne,Finnmark,20,8.271298593879239,2418,82454,5501
ADHD-midler,2010,10 - 14,Kvinne,Hedmark,133,23.423740753786545,5678,873061.375,55400.125
ADHD-midler,2010,10 - 14,Kvinne,Hordaland,162,10.402619919090734,15573,938725.5625,51996.015625
ADHD-midler,2010,10 - 14,Kvinne,Møre og Romsdal,114,13.821532492725509,8248,590994.0625,33516.41796875
ADHD-midler,2010,10 - 14,Kvinne,Nordland,197,25.478530781169167,7732,1315149.125,70806.09375
ADHD-midler,2010,10 - 14,Kvinne,Nord-Trøndelag,44,9.850011193194538,4467,327522.5,18388.041015625
ADHD-midler,2010,10 - 14,Kvinne,Oppland,68,12.078152753108348,5630,378282.8125,26547.6328125
ADHD-midler,2010,10 - 14,Kvinne,Oslo,108,7.895891212165521,13678,633987.375,33764.31640625
ADHD-midler,2010,10 - 14,Kvinne,Rogaland,218,14.705882352941176,14824,1354930.125,76277.8984375
ADHD-midler,2010,10 - 14,Kvinne,Sogn og Fjordane,37,10.317902955939766,3586,222613.90625,13403.220703125
ADHD-midler,2010,10 - 14,Kvinne,Sør-Trøndelag,97,10.837988826815642,8950,503548.96875,30292.94921875
ADHD-midler,2010,10 - 14,Kvinne,Telemark,78,14.885496183206107,5240,479939.40625,25100.7578125
ADHD-midler,2010,10 - 14,Kvinne,Troms,72,14.539579967689822,4952,375178.03125,22453.5
ADHD-midler,2010,10 - 14,Kvinne,Vest-Agder,33,5.635245901639344,5856,176722.90625,12376.9833984375
ADHD-midler,2010,10 - 14,Kvinne,Vestfold,119,16.024777807702666,7426,766762.4375,44134.3359375
ADHD-midler,2010,10 - 14,Kvinne,Østfold,146,16.851338873499538,8664,950188.25,60978.03125
ADHD-midler,2010,10 - 14,Mann,Akershus,573,29.484408768138314,19434,3565602.75,208697.515625
ADHD-midler,2010,10 - 14,Mann,Aust-Agder,190,48.893463715903242,3886,1024760.5,55356.671875
ADHD-midler,2010,10 - 14,Mann,Buskerud,341,40.240736370073165,8474,2465790.75,137389.046875
ADHD-midler,2010,10 - 14,Mann,Finnmark,76,29.219530949634756,2601,488560.59375,28693.267578125
ADHD-midler,2010,10 - 14,Mann,Hedmark,362,58.443655150145302,6194,2672863.5,173640.71875
ADHD-midler,2010,10 - 14,Mann,Hordaland,515,31.886570490991270,16151,3703880.75,190201.625
ADHD-midler,2010,10 - 14,Mann,Møre og Romsdal,344,39.567517828387394,8694,2025641.5,111272.9921875
ADHD-midler,2010,10 - 14,Mann,Nordland,436,54.174950298210736,8048,3071769.25,180154.171875
ADHD-midler,2010,10 - 14,Mann,Nord-Trøndelag,183,38.300544160736710,4778,1145315.875,67708.390625
ADHD-midler,2010,10 - 14,Mann,Oppland,222,36.767141437562107,6038,1463402.375,100459.5546875
ADHD-midler,2010,10 - 14,Mann,Oslo,376,26.036978048611592,14441,2412921.75,131963.03125
ADHD-midler,2010,10 - 14,Mann,Rogaland,678,43.514536936011809,15581,4535395.5,268548.46875
ADHD-midler,2010,10 - 14,Mann,Sogn og Fjordane,122,31.540847983453981,3868,880435.25,51019.44921875
ADHD-midler,2010,10 - 14,Mann,Sør-Trøndelag,368,38.950042337002540,9448,2306165,124354.296875
ADHD-midler,2010,10 - 14,Mann,Telemark,232,43.299738708473311,5358,1627188.5,89421.2421875
ADHD-midler,2010,10 - 14,Mann,Troms,192,36.322360953461975,5286,1261766.375,69487.9609375
ADHD-midler,2010,10 - 14,Mann,Vest-Agder,174,28.727092620108965,6057,1081401.625,67727.125
ADHD-midler,2010,10 - 14,Mann,Vestfold,308,39.731682146542828,7752,2277986.5,112939.8515625
ADHD-midler,2010,10 - 14,Mann,Østfold,424,46.762986654902393,9067,2740813,181237.140625
ADHD-midler,2010,15 - 19,Kvinne,Akershus,218,11.948479035352151,18245,1366408,82530.0234375
ADHD-midler,2010,15 - 19,Kvinne,Aust-Agder,88,23.592493297587131,3730,435375.59375,25416.541015625
ADHD-midler,2010,15 - 19,Kvinne,Buskerud,131,16.016627949627094,8179,864329.6875,48142.1953125
ADHD-midler,2010,15 - 19,Kvinne,Finnmark,38,15.322580645161290,2480,276325.09375,14367.30859375
ADHD-midler,2010,15 - 19,Kvinne,Hedmark,124,20.198729434761362,6139,768067.8125,45147.4375
ADHD-midler,2010,15 - 19,Kvinne,Hordaland,201,12.858239508700102,15632,1222682.25,69590.8828125
ADHD-midler,2010,15 - 19,Kvinne,Møre og Romsdal,90,10.733452593917710,8385,518173.53125,28413.8671875
ADHD-midler,2010,15 - 19,Kvinne,Nordland,225,27.798369162342476,8094,1505487.375,81890.0703125
ADHD-midler,2010,15 - 19,Kvinne,Nord-Trøndelag,42,9.022556390977444,4655,259551.03125,16256.8427734375
ADHD-midler,2010,15 - 19,Kvinne,Oppland,73,12.324835387472565,5923,378850,25314.666015625
ADHD-midler,2010,15 - 19,Kvinne,Oslo,130,9.532189470596862,13638,739978.5,42980.23046875
ADHD-midler,2010,15 - 19,Kvinne,Rogaland,240,16.304347826086957,14720,1555609.5,90061.5859375
ADHD-midler,2010,15 - 19,Kvinne,Sogn og Fjordane,37,9.555785123966942,3872,199277.078125,10014.3662109375
ADHD-midler,2010,15 - 19,Kvinne,Sør-Trøndelag,135,14.630974314511759,9227,868717,50787.71484375
ADHD-midler,2010,15 - 19,Kvinne,Telemark,109,19.732078204199855,5524,720860.5,41366.1328125
ADHD-midler,2010,15 - 19,Kvinne,Troms,60,11.520737327188940,5208,325683.3125,18457.970703125
ADHD-midler,2010,15 - 19,Kvinne,Vest-Agder,50,8.341675008341675,5994,289095.1875,19672
ADHD-midler,2010,15 - 19,Kvinne,Vestfold,124,16.221873364730508,7644,844774.1875,46094.03125
ADHD-midler,2010,15 - 19,Kvinne,Østfold,185,21.436848203939745,8630,1017414.9375,66796.859375
ADHD-midler,2010,15 - 19,Mann,Akershus,465,23.922214219569915,19438,3350742.25,197217.515625
ADHD-midler,2010,15 - 19,Mann,Aust-Agder,155,39.723218862121989,3902,998166.375,52577.15625
ADHD-midler,2010,15 - 19,Mann,Buskerud,297,35.222960151802657,8432,2436088.5,138844.265625
ADHD-midler,2010,15 - 19,Mann,Finnmark,68,24.890190336749634,2732,576110.6875,29454.322265625
ADHD-midler,2010,15 - 19,Mann,Hedmark,243,37.703646237393328,6445,1927914.5,117910.4453125
ADHD-midler,2010,15 - 19,Mann,Hordaland,329,19.788283411524119,16626,2491182.75,133335.796875
ADHD-midler,2010,15 - 19,Mann,Møre og Romsdal,274,30.594015185350603,8956,1826260.375,95613.328125
ADHD-midler,2010,15 - 19,Mann,Nordland,375,42.106445093195598,8906,2860836,149890.765625
ADHD-midler,2010,15 - 19,Mann,Nord-Trøndelag,138,28.482972136222910,4845,1016992.3125,61759.375
ADHD-midler,2010,15 - 19,Mann,Oppland,178,28.294388809410269,6291,1264146.125,82753.1015625
ADHD-midler,2010,15 - 19,Mann,Oslo,276,19.335855401429172,14274,1755674.125,99579.2265625
ADHD-midler,2010,15 - 19,Mann,Rogaland,488,30.909551558145427,15788,3578627,208468.8125
ADHD-midler,2010,15 - 19,Mann,Sogn og Fjordane,84,20.393299344501092,4119,603537.75,32108.787109375
ADHD-midler,2010,15 - 19,Mann,Sør-Trøndelag,289,29.904801324503311,9664,2095823.375,117235.28125
ADHD-midler,2010,15 - 19,Mann,Telemark,207,35.168195718654434,5886,1534212.625,91883.5390625
ADHD-midler,2010,15 - 19,Mann,Troms,122,20.709556951281616,5891,811569.5,49440.18359375
ADHD-midler,2010,15 - 19,Mann,Vest-Agder,161,25.338369531004092,6354,976451.375,59236.765625
ADHD-midler,2010,15 - 19,Mann,Vestfold,267,32.418649830014570,8236,2042398.25,107933.796875
ADHD-midler,2010,15 - 19,Mann,Østfold,327,34.790935205872965,9399,2274675.25,144369.15625
ADHD-midler,2010,20 - 24,Kvinne,Akershus,137,9.050072664817017,15138,798810.5,51889.55078125
ADHD-midler,2010,20 - 24,Kvinne,Aust-Agder,55,16.462137084705178,3341,306608.96875,20577.771484375
ADHD-midler,2010,20 - 24,Kvinne,Buskerud,82,10.918774966711052,7510,539351.4375,34107.1953125
ADHD-midler,2010,20 - 24,Kvinne,Finnmark,25,10.998680158380994,2273,128296.1015625,8519.1669921875
ADHD-midler,2010,20 - 24,Kvinne,Hedmark,68,12.500000000000000,5440,528066.1875,30152.298828125
ADHD-midler,2010,20 - 24,Kvinne,Hordaland,86,5.256081163671923,16362,409208.65625,29509.560546875
ADHD-midler,2010,20 - 24,Kvinne,Møre og Romsdal,59,7.544757033248082,7820,291802.34375,20655
ADHD-midler,2010,20 - 24,Kvinne,Nordland,92,12.554585152838428,7328,653389.3125,34146.75
ADHD-midler,2010,20 - 24,Kvinne,Nord-Trøndelag,30,7.251631617113851,4137,165439.234375,13521.3330078125
ADHD-midler,2010,20 - 24,Kvinne,Oppland,36,6.623735050597976,5435,157411.09375,12201.2998046875
ADHD-midler,2010,20 - 24,Kvinne,Oslo,107,5.037664783427495,21240,681561.125,50273.00390625
ADHD-midler,2010,20 - 24,Kvinne,Rogaland,102,7.180064761368436,14206,467213.28125,31790.169921875
ADHD-midler,2010,20 - 24,Kvinne,Sogn og Fjordane,16,4.708652148322543,3398,93315.296875,5938.93310546875
ADHD-midler,2010,20 - 24,Kvinne,Sør-Trøndelag,96,9.347614410905550,10270,581963.5625,37731.17578125
ADHD-midler,2010,20 - 24,Kvinne,Telemark,58,11.175337186897881,5190,353593.3125,25537.451171875
ADHD-midler,2010,20 - 24,Kvinne,Troms,28,5.581024516643412,5017,139124.546875,9043.8330078125
ADHD-midler,2010,20 - 24,Kvinne,Vest-Agder,48,8.327550312283137,5764,306791.59375,22260.333984375
ADHD-midler,2010,20 - 24,Kvinne,Vestfold,107,15.142938013020096,7066,645387.9375,49581.734375
ADHD-midler,2010,20 - 24,Kvinne,Østfold,111,14.238070805541303,7796,511674.625,40818.4765625
ADHD-midler,2010,20 - 24,Mann,Akershus,178,10.924266601202897,16294,1138143.5,70439.4921875
ADHD-midler,2010,20 - 24,Mann,Aust-Agder,68,18.930957683741648,3592,377369.90625,24446.833984375
ADHD-midler,2010,20 - 24,Mann,Buskerud,95,11.880940470235118,7996,854370.625,52277.9140625
ADHD-midler,2010,20 - 24,Mann,Finnmark,27,10.830324909747292,2493,179854.296875,9622.2333984375
ADHD-midler,2010,20 - 24,Mann,Hedmark,88,14.834794335805799,5932,624129.9375,46219.26171875
ADHD-midler,2010,20 - 24,Mann,Hordaland,102,6.064930431680342,16818,622886,40861.1796875
ADHD-midler,2010,20 - 24,Mann,Møre og Romsdal,94,11.056222065396377,8502,563960.1875,36004.046875
ADHD-midler,2010,20 - 24,Mann,Nordland,99,12.490537471612415,7926,607157.375,37338.796875
ADHD-midler,2010,20 - 24,Mann,Nord-Trøndelag,45,10.243569314819030,4393,290283.6875,22046.44921875
ADHD-midler,2010,20 - 24,Mann,Oppland,59,10.255518859725361,5753,392083.6875,29864
ADHD-midler,2010,20 - 24,Mann,Oslo,88,4.690331521159791,18762,538007.5,30993.751953125
ADHD-midler,2010,20 - 24,Mann,Rogaland,143,9.475218658892128,15092,969348.875,62607.83203125
ADHD-midler,2010,20 - 24,Mann,Sogn og Fjordane,27,7.254164427727028,3722,230622.796875,13130.349609375
ADHD-midler,2010,20 - 24,Mann,Sør-Trøndelag,90,8.350343291890889,10778,658053.6875,42558.93359375
ADHD-midler,2010,20 - 24,Mann,Telemark,87,15.698303861421869,5542,578624.8125,42033.45703125
ADHD-midler,2010,20 - 24,Mann,Troms,31,5.822689706987228,5324,150948.890625,10327.9560546875
ADHD-midler,2010,20 - 24,Mann,Vest-Agder,86,14.295212765957447,6016,518586.78125,37293.484375
ADHD-midler,2010,20 - 24,Mann,Vestfold,112,15.254698992100245,7342,641852,47072.296875
ADHD-midler,2010,20 - 24,Mann,Østfold,76,9.162145871006631,8295,474786.625,31737.833984375
ADHD-midler,2010,25 - 29,Kvinne,Akershus,76,5.724615848147032,13276,469325.4375,35345.46484375
ADHD-midler,2010,25 - 29,Kvinne,Aust-Agder,33,11.058981233243968,2984,130995.703125,10813.6669921875
ADHD-midler,2010,25 - 29,Kvinne,Buskerud,36,5.040604872584710,7142,329197.78125,21936.42578125
ADHD-midler,2010,25 - 29,Kvinne,Finnmark,13,6.190476190476190,2100,57886.86328125,4773.01318359375
ADHD-midler,2010,25 - 29,Kvinne,Hedmark,37,8.200354609929078,4512,184054.953125,17419.58203125
ADHD-midler,2010,25 - 29,Kvinne,Hordaland,61,3.808691308691309,16016,292444.03125,22707.333984375
ADHD-midler,2010,25 - 29,Kvinne,Møre og Romsdal,56,8.189529102076631,6838,367650.4375,22355.103515625
ADHD-midler,2010,25 - 29,Kvinne,Nordland,48,7.994670219853431,6004,267218.53125,20434.654296875
ADHD-midler,2010,25 - 29,Kvinne,Nord-Trøndelag,21,6.340579710144928,3312,102609.1328125,9991.3369140625
ADHD-midler,2010,25 - 29,Kvinne,Oppland,31,7.010402532790592,4422,238164.984375,17641.3671875
ADHD-midler,2010,25 - 29,Kvinne,Oslo,99,3.226437231130231,30684,532825.8125,38167.9375
ADHD-midler,2010,25 - 29,Kvinne,Rogaland,81,5.563568926437255,14559,533143.75,33884.828125
ADHD-midler,2010,25 - 29,Kvinne,Sogn og Fjordane,27,9.882869692532943,2732,242592.5,13409.6669921875
ADHD-midler,2010,25 - 29,Kvinne,Sør-Trøndelag,37,3.765520048849990,9826,149168.375,14691.166015625
ADHD-midler,2010,25 - 29,Kvinne,Telemark,36,8.262565985770025,4357,239220.90625,15545.166015625
ADHD-midler,2010,25 - 29,Kvinne,Troms,28,6.102877070619006,4588,113113.1171875,9255.6669921875
ADHD-midler,2010,25 - 29,Kvinne,Vest-Agder,48,9.430255402750491,5090,309833.8125,26213.6953125
ADHD-midler,2010,25 - 29,Kvinne,Vestfold,51,8.244422890397672,6186,329610.875,23803.046875
ADHD-midler,2010,25 - 29,Kvinne,Østfold,60,8.248556502612043,7274,337498.0625,28396.283203125
ADHD-midler,2010,25 - 29,Mann,Akershus,87,6.557624180296977,13267,477859.9375,35259.67578125
ADHD-midler,2010,25 - 29,Mann,Aust-Agder,40,12.511729746637473,3197,293471.15625,19967.4765625
ADHD-midler,2010,25 - 29,Mann,Buskerud,58,7.973604619191641,7274,476579,31908.806640625
ADHD-midler,2010,25 - 29,Mann,Finnmark,18,8.159564823209429,2206,85020.84375,7715.3330078125
ADHD-midler,2010,25 - 29,Mann,Hedmark,42,8.604794099569760,4881,228291.96875,20208.47265625
ADHD-midler,2010,25 - 29,Mann,Hordaland,93,5.455825413586765,17046,468553.375,35117.33203125
ADHD-midler,2010,25 - 29,Mann,Møre og Romsdal,48,6.384676775738228,7518,314243.8125,20943.48828125
ADHD-midler,2010,25 - 29,Mann,Nordland,76,11.627906976744186,6536,601958.75,34867.78125
ADHD-midler,2010,25 - 29,Mann,Nord-Trøndelag,37,10.933806146572104,3384,246950.703125,20007
ADHD-midler,2010,25 - 29,Mann,Oppland,38,7.704785077047851,4932,240549.640625,16290.6318359375
ADHD-midler,2010,25 - 29,Mann,Oslo,83,2.932654936046922,28302,472893.4375,37534.3828125
ADHD-midler,2010,25 - 29,Mann,Rogaland,68,4.494679093132395,15129,486014.65625,33904.6484375
ADHD-midler,2010,25 - 29,Mann,Sogn og Fjordane,21,7.209062821833162,2913,191326.8125,9437.25
ADHD-midler,2010,25 - 29,Mann,Sør-Trøndelag,59,5.418809698750918,10888,364789.59375,28170.341796875
ADHD-midler,2010,25 - 29,Mann,Telemark,38,8.198489751887810,4635,282250.84375,19780.9375
ADHD-midler,2010,25 - 29,Mann,Troms,25,5.089576547231270,4912,152907.296875,10591.9169921875
ADHD-midler,2010,25 - 29,Mann,Vest-Agder,72,12.770485987938985,5638,442236.75,33305.2890625
ADHD-midler,2010,25 - 29,Mann,Vestfold,86,13.429106808244847,6404,535612.9375,40739.29296875
ADHD-midler,2010,25 - 29,Mann,Østfold,59,8.083299082066036,7299,348815.375,26329.041015625
