Valuedrug,Valuetime,Valueage,Valuegender,Valuegeography,SumAntall_unike_pasienter,SumPrevalens_pr_1000,SumBefolkning,SumSum_AUP,SumSum_DDD
ADHD-midler,2013,0 - 4,Kvinne,Nord-Trøndelag,0,0,0,0,0
ADHD-midler,2013,0 - 4,Kvinne,Oppland,0,0,0,0,0
ADHD-midler,2013,0 - 4,Kvinne,Oslo,0,0,0,0,0
ADHD-midler,2013,0 - 4,Kvinne,Rogaland,0,0,0,0,0
ADHD-midler,2013,0 - 4,Kvinne,Sogn og Fjordane,0,0,0,0,0
ADHD-midler,2013,0 - 4,Kvinne,Sør-Trøndelag,0,0,0,0,0
ADHD-midler,2013,0 - 4,Kvinne,Telemark,0,0,0,0,0
ADHD-midler,2013,0 - 4,Kvinne,Troms,,,4062,,
ADHD-midler,2013,0 - 4,Kvinne,Vest-Agder,0,0,0,0,0
ADHD-midler,2013,0 - 4,Kvinne,Vestfold,0,0,0,0,0
ADHD-midler,2013,0 - 4,Kvinne,Østfold,0,0,0,0,0
ADHD-midler,2013,0 - 4,Mann,Akershus,,,16780,,
ADHD-midler,2013,0 - 4,Mann,Aust-Agder,0,0,0,0,0
ADHD-midler,2013,0 - 4,Mann,Buskerud,,,7228,,
ADHD-midler,2013,0 - 4,Mann,Finnmark,0,0,0,0,0
ADHD-midler,2013,0 - 4,Mann,Hedmark,,,4536,,
ADHD-midler,2013,0 - 4,Mann,Hordaland,0,0,0,0,0
ADHD-midler,2013,0 - 4,Mann,Møre og Romsdal,,,6930,,
ADHD-midler,2013,0 - 4,Mann,Nordland,0,0,0,0,0
ADHD-midler,2013,0 - 4,Mann,Nord-Trøndelag,0,0,0,0,0
ADHD-midler,2013,0 - 4,Mann,Oppland,0,0,0,0,0
ADHD-midler,2013,0 - 4,Mann,Oslo,0,0,0,0,0
ADHD-midler,2013,0 - 4,Mann,Rogaland,0,0,0,0,0
ADHD-midler,2013,0 - 4,Mann,Sogn og Fjordane,0,0,0,0,0
ADHD-midler,2013,0 - 4,Mann,Sør-Trøndelag,,,8694,,
ADHD-midler,2013,0 - 4,Mann,Telemark,0,0,0,0,0
ADHD-midler,2013,0 - 4,Mann,Troms,0,0,0,0,0
ADHD-midler,2013,0 - 4,Mann,Vest-Agder,0,0,0,0,0
ADHD-midler,2013,0 - 4,Mann,Vestfold,0,0,0,0,0
ADHD-midler,2013,0 - 4,Mann,Østfold,0,0,0,0,0
ADHD-midler,2013,5 - 9,Kvinne,Akershus,48,2.497918401332223,19216,180958.09375,12195.150390625
ADHD-midler,2013,5 - 9,Kvinne,Aust-Agder,15,4.268639726807057,3514,65321.69921875,3702.21655273438
ADHD-midler,2013,5 - 9,Kvinne,Buskerud,21,2.611290723700572,8042,124504.6015625,5515.89990234375
ADHD-midler,2013,5 - 9,Kvinne,Finnmark,10,4.793863854266539,2086,51623.6015625,2375.89990234375
ADHD-midler,2013,5 - 9,Kvinne,Hedmark,33,6.493506493506494,5082,110976.375,6540.91650390625
ADHD-midler,2013,5 - 9,Kvinne,Hordaland,57,3.699857198494093,15406,254955.296875,14135.8662109375
ADHD-midler,2013,5 - 9,Kvinne,Møre og Romsdal,44,5.651168764449011,7786,181897.5625,8688.91015625
ADHD-midler,2013,5 - 9,Kvinne,Nordland,30,4.585753592173647,6542,115520.203125,6317.93310546875
ADHD-midler,2013,5 - 9,Kvinne,Nord-Trøndelag,10,2.493143854400399,4011,22910.90234375,1457.07995605469
ADHD-midler,2013,5 - 9,Kvinne,Oppland,21,4.230459307010475,4964,94011.828125,5873.9541015625
ADHD-midler,2013,5 - 9,Kvinne,Oslo,22,1.264222503160556,17402,68052.796875,4780.83349609375
ADHD-midler,2013,5 - 9,Kvinne,Rogaland,85,5.645589798087141,15056,289519.71875,21784.208984375
ADHD-midler,2013,5 - 9,Kvinne,Sogn og Fjordane,7,2.135448444173276,3278,26152.80078125,1976
ADHD-midler,2013,5 - 9,Kvinne,Sør-Trøndelag,29,3.269447576099211,8870,91095.28125,6193.533203125
ADHD-midler,2013,5 - 9,Kvinne,Telemark,16,3.470715835140998,4610,53394.80859375,4248.29150390625
ADHD-midler,2013,5 - 9,Kvinne,Troms,16,3.437902879243661,4654,55322.890625,3716.43334960938
ADHD-midler,2013,5 - 9,Kvinne,Vest-Agder,5,0.886210563629918,5642,39107.64453125,817.049987792969
ADHD-midler,2013,5 - 9,Kvinne,Vestfold,40,5.828354946816261,6863,144485,7098.49169921875
ADHD-midler,2013,5 - 9,Kvinne,Østfold,36,4.480955937266617,8034,162978.296875,11623.400390625
ADHD-midler,2013,5 - 9,Mann,Akershus,142,7.077352472089314,20064,595461,35722.9453125
ADHD-midler,2013,5 - 9,Mann,Aust-Agder,26,7.214206437291898,3604,114196,4531.845703125
ADHD-midler,2013,5 - 9,Mann,Buskerud,71,8.269275564873049,8586,336318.6875,19335.5078125
ADHD-midler,2013,5 - 9,Mann,Finnmark,30,13.901760889712697,2158,144424.359375,8228.7666015625
ADHD-midler,2013,5 - 9,Mann,Hedmark,86,15.902366863905325,5408,500834.6875,28304.732421875
ADHD-midler,2013,5 - 9,Mann,Hordaland,213,13.297540267199401,16018,1111748.875,57707.60546875
ADHD-midler,2013,5 - 9,Mann,Møre og Romsdal,130,16.111042260503160,8069,496796.0625,32744.216796875
ADHD-midler,2013,5 - 9,Mann,Nordland,97,13.762769580022701,7048,431833.90625,28468.400390625
ADHD-midler,2013,5 - 9,Mann,Nord-Trøndelag,41,9.715639810426540,4220,134681.90625,7910.46484375
ADHD-midler,2013,5 - 9,Mann,Oppland,40,7.683442182097580,5206,189421,15079.5830078125
ADHD-midler,2013,5 - 9,Mann,Oslo,105,5.830741892492226,18008,382323,26315.462890625
ADHD-midler,2013,5 - 9,Mann,Rogaland,237,15.064836003051106,15732,925892.6875,61804.2265625
ADHD-midler,2013,5 - 9,Mann,Sogn og Fjordane,31,8.857142857142857,3500,142262.046875,10111.125
ADHD-midler,2013,5 - 9,Mann,Sør-Trøndelag,112,12.022327179046801,9316,527920.625,29469.80078125
ADHD-midler,2013,5 - 9,Mann,Telemark,52,10.625255414793625,4894,202510.828125,15242.5791015625
ADHD-midler,2013,5 - 9,Mann,Troms,51,10.278113663845224,4962,272080.09375,15626.7666015625
ADHD-midler,2013,5 - 9,Mann,Vest-Agder,37,6.324786324786325,5850,123732.109375,10459.8876953125
ADHD-midler,2013,5 - 9,Mann,Vestfold,148,19.929975760840291,7426,649159.8125,37912.41796875
ADHD-midler,2013,5 - 9,Mann,Østfold,96,11.199253383107793,8572,546697.8125,32894.17578125
ADHD-midler,2013,10 - 14,Kvinne,Akershus,187,9.895750648251045,18897,895894.1875,58154.90234375
ADHD-midler,2013,10 - 14,Kvinne,Aust-Agder,50,14.568764568764569,3432,226041.90625,14188.6083984375
ADHD-midler,2013,10 - 14,Kvinne,Buskerud,138,17.463933181473045,7902,764413.125,47534.265625
ADHD-midler,2013,10 - 14,Kvinne,Finnmark,34,14.529914529914530,2340,166599.203125,10503.5751953125
ADHD-midler,2013,10 - 14,Kvinne,Hedmark,140,25.134649910233393,5570,792794.1875,51629.5703125
ADHD-midler,2013,10 - 14,Kvinne,Hordaland,218,14.181628935727296,15372,1128235,69092.203125
ADHD-midler,2013,10 - 14,Kvinne,Møre og Romsdal,119,14.766100012408487,8059,508609.1875,37433.6328125
ADHD-midler,2013,10 - 14,Kvinne,Nordland,156,21.885521885521886,7128,846503.3125,56983.9765625
ADHD-midler,2013,10 - 14,Kvinne,Nord-Trøndelag,54,12.540640966093823,4306,241784.234375,18799.75
ADHD-midler,2013,10 - 14,Kvinne,Oppland,71,12.979890310786106,5470,337957.09375,26486.25
ADHD-midler,2013,10 - 14,Kvinne,Oslo,81,5.677039529015980,14268,341014.15625,24226.61328125
ADHD-midler,2013,10 - 14,Kvinne,Rogaland,260,17.796030116358658,14610,1301517.5,87880.6015625
ADHD-midler,2013,10 - 14,Kvinne,Sogn og Fjordane,29,8.362168396770473,3468,108206.796875,8573
ADHD-midler,2013,10 - 14,Kvinne,Sør-Trøndelag,164,19.096413600372613,8588,792352.125,54419.2734375
ADHD-midler,2013,10 - 14,Kvinne,Telemark,88,17.505470459518600,5027,479099.59375,33643.5703125
ADHD-midler,2013,10 - 14,Kvinne,Troms,59,12.660944206008584,4660,246632.921875,17998.955078125
ADHD-midler,2013,10 - 14,Kvinne,Vest-Agder,40,7.087172218284904,5644,188715.4375,14132.3857421875
ADHD-midler,2013,10 - 14,Kvinne,Vestfold,131,18.461104847801578,7096,712572.5625,44786.33984375
ADHD-midler,2013,10 - 14,Kvinne,Østfold,145,17.243429658699013,8409,916895.875,60711.765625
ADHD-midler,2013,10 - 14,Mann,Akershus,545,27.900071669908877,19534,2710773.25,193739.03125
ADHD-midler,2013,10 - 14,Mann,Aust-Agder,130,35.049878673496899,3709,674070.0625,37224.5390625
ADHD-midler,2013,10 - 14,Mann,Buskerud,333,39.661743687470224,8396,1966483.625,126360.1328125
ADHD-midler,2013,10 - 14,Mann,Finnmark,117,47.677261613691932,2454,625914.5,41668.8125
ADHD-midler,2013,10 - 14,Mann,Hedmark,338,58.336209872281671,5794,1871366.25,137268.078125
ADHD-midler,2013,10 - 14,Mann,Hordaland,588,37.466547725245317,15694,3704943.75,216986.265625
ADHD-midler,2013,10 - 14,Mann,Møre og Romsdal,364,42.959990558243833,8473,1738675.125,123618
ADHD-midler,2013,10 - 14,Mann,Nordland,421,56.601236891637537,7438,2348962.25,153849.09375
ADHD-midler,2013,10 - 14,Mann,Nord-Trøndelag,166,37.020517395182872,4484,745933.5625,55470.84765625
ADHD-midler,2013,10 - 14,Mann,Oppland,196,34.458509142053446,5688,922742.875,76961.921875
ADHD-midler,2013,10 - 14,Mann,Oslo,318,21.226887390694880,14981,1524099.125,99559.4296875
ADHD-midler,2013,10 - 14,Mann,Rogaland,717,47.283038776048536,15164,4118985.25,268950.75
ADHD-midler,2013,10 - 14,Mann,Sogn og Fjordane,121,32.943098284780833,3673,673206.8125,45943.19921875
ADHD-midler,2013,10 - 14,Mann,Sør-Trøndelag,458,50.246845858475041,9115,2443696.25,160388.59375
ADHD-midler,2013,10 - 14,Mann,Telemark,231,44.508670520231214,5190,1400893.125,80944.75
ADHD-midler,2013,10 - 14,Mann,Troms,209,42.618270799347471,4904,1094146.125,72362.96875
ADHD-midler,2013,10 - 14,Mann,Vest-Agder,121,20.948753462603878,5776,594866.4375,39035.3515625
ADHD-midler,2013,10 - 14,Mann,Vestfold,349,46.632816675574559,7484,1961623.875,118375.8515625
ADHD-midler,2013,10 - 14,Mann,Østfold,420,46.419098143236074,9048,2490874,178072.90625
ADHD-midler,2013,15 - 19,Kvinne,Akershus,228,12.235698186111409,18634,1103789,75596.375
ADHD-midler,2013,15 - 19,Kvinne,Aust-Agder,60,15.923566878980892,3768,240045.90625,16969.658203125
ADHD-midler,2013,15 - 19,Kvinne,Buskerud,130,15.822784810126582,8216,618950.3125,48320.33203125
ADHD-midler,2013,15 - 19,Kvinne,Finnmark,38,15.535568274734260,2446,208280.8125,12062.9677734375
ADHD-midler,2013,15 - 19,Kvinne,Hedmark,100,16.911889058007779,5913,566742.5,39365.55078125
ADHD-midler,2013,15 - 19,Kvinne,Hordaland,212,13.370332996972755,15856,1201607.375,72489.3203125
ADHD-midler,2013,15 - 19,Kvinne,Møre og Romsdal,112,13.442150744119059,8332,452284.59375,31947.095703125
ADHD-midler,2013,15 - 19,Kvinne,Nordland,207,25.524044389642417,8110,1016540.6875,66750.2734375
ADHD-midler,2013,15 - 19,Kvinne,Nord-Trøndelag,78,16.806722689075630,4641,393160.46875,28696.7109375
ADHD-midler,2013,15 - 19,Kvinne,Oppland,85,14.721163837894008,5774,401450.59375,31779.248046875
ADHD-midler,2013,15 - 19,Kvinne,Oslo,120,8.572653236176597,13998,484659.53125,38285.1484375
ADHD-midler,2013,15 - 19,Kvinne,Rogaland,242,15.937829293993678,15184,1276037.125,84112.453125
ADHD-midler,2013,15 - 19,Kvinne,Sogn og Fjordane,38,9.984235417761429,3806,163850.015625,11413.3330078125
ADHD-midler,2013,15 - 19,Kvinne,Sør-Trøndelag,189,20.375161707632600,9276,841589.875,62084.2265625
ADHD-midler,2013,15 - 19,Kvinne,Telemark,106,19.442406456346295,5452,548727.75,39717.2265625
ADHD-midler,2013,15 - 19,Kvinne,Troms,66,12.900703674745895,5116,257596.015625,18335.8671875
ADHD-midler,2013,15 - 19,Kvinne,Vest-Agder,53,8.637548891786180,6136,231550.046875,18832.615234375
ADHD-midler,2013,15 - 19,Kvinne,Vestfold,147,19.056261343012704,7714,627536.8125,44802.6484375
ADHD-midler,2013,15 - 19,Kvinne,Østfold,176,19.499224462663417,9026,897872.25,63552.6171875
ADHD-midler,2013,15 - 19,Mann,Akershus,427,21.567835134862107,19798,2255352.5,157497.75
ADHD-midler,2013,15 - 19,Mann,Aust-Agder,130,32.911392405063291,3950,589960.625,35239.69921875
ADHD-midler,2013,15 - 19,Mann,Buskerud,283,32.283823864932695,8766,1678312.5,116577.4375
ADHD-midler,2013,15 - 19,Mann,Finnmark,72,26.538886841135275,2713,363124.59375,25972.3671875
ADHD-midler,2013,15 - 19,Mann,Hedmark,290,45.206547155105222,6415,1631193.375,124435.96875
ADHD-midler,2013,15 - 19,Mann,Hordaland,454,27.157982891667165,16717,2491831.5,164922.890625
ADHD-midler,2013,15 - 19,Mann,Møre og Romsdal,276,30.605455755156354,9018,1396191.75,91966.4140625
ADHD-midler,2013,15 - 19,Mann,Nordland,324,38.001407459535538,8526,1751919,127654.78125
ADHD-midler,2013,15 - 19,Mann,Nord-Trøndelag,152,30.906872712484750,4918,807268.875,57580.1875
ADHD-midler,2013,15 - 19,Mann,Oppland,208,33.237456056248003,6258,1024290.5625,78961.2734375
ADHD-midler,2013,15 - 19,Mann,Oslo,231,15.684410646387833,14728,1080171.75,70902.2890625
ADHD-midler,2013,15 - 19,Mann,Rogaland,492,30.830931194385261,15958,2766174.25,194277.5
ADHD-midler,2013,15 - 19,Mann,Sogn og Fjordane,82,20.271940667490729,4045,489615.5,33008.57421875
ADHD-midler,2013,15 - 19,Mann,Sør-Trøndelag,355,36.425200082084958,9746,1930316.75,131696.71875
ADHD-midler,2013,15 - 19,Mann,Telemark,190,32.928942807625650,5770,1004913.5625,70622.9296875
ADHD-midler,2013,15 - 19,Mann,Troms,133,23.378449639655475,5689,650659.5,49230.6875
ADHD-midler,2013,15 - 19,Mann,Vest-Agder,131,20.636420919974795,6348,600144.625,45820.94921875
ADHD-midler,2013,15 - 19,Mann,Vestfold,286,34.503558933526360,8289,1525298.375,103463.15625
ADHD-midler,2013,15 - 19,Mann,Østfold,318,33.636555955151259,9454,1755623.75,120283.21875
ADHD-midler,2013,20 - 24,Kvinne,Akershus,157,9.570836381370397,16404,625526.25,48654.8125
ADHD-midler,2013,20 - 24,Kvinne,Aust-Agder,83,23.210290827740492,3576,326669.96875,27434.162109375
ADHD-midler,2013,20 - 24,Kvinne,Buskerud,83,10.514314669369141,7894,515790.1875,34373.2734375
ADHD-midler,2013,20 - 24,Kvinne,Finnmark,42,16.881028938906752,2488,183857.984375,14653.4150390625
ADHD-midler,2013,20 - 24,Kvinne,Hedmark,88,15.161957270847691,5804,466674.46875,37977.26171875
ADHD-midler,2013,20 - 24,Kvinne,Hordaland,137,7.818742152722292,17522,563194.8125,45042.98828125
ADHD-midler,2013,20 - 24,Kvinne,Møre og Romsdal,99,12.114537444933921,8172,486779.90625,37981.61328125
ADHD-midler,2013,20 - 24,Kvinne,Nordland,138,18.098360655737705,7625,647916.75,50020.0078125
ADHD-midler,2013,20 - 24,Kvinne,Nord-Trøndelag,38,8.747697974217311,4344,198940.40625,14913.93359375
ADHD-midler,2013,20 - 24,Kvinne,Oppland,69,11.784799316823228,5855,240211.1875,22454.6328125
ADHD-midler,2013,20 - 24,Kvinne,Oslo,134,5.784339117672451,23166,658239,50214.4609375
ADHD-midler,2013,20 - 24,Kvinne,Rogaland,139,9.199205823957644,15110,670130.375,53330.24609375
ADHD-midler,2013,20 - 24,Kvinne,Sogn og Fjordane,20,5.662514156285391,3532,92207.59375,5298.25
ADHD-midler,2013,20 - 24,Kvinne,Sør-Trøndelag,118,10.505698005698006,11232,526625.6875,39337.046875
ADHD-midler,2013,20 - 24,Kvinne,Telemark,77,14.379084967320261,5355,384851.875,29020.283203125
ADHD-midler,2013,20 - 24,Kvinne,Troms,46,8.324285197249367,5526,162558.65625,13309.6669921875
ADHD-midler,2013,20 - 24,Kvinne,Vest-Agder,52,8.452535760728218,6152,206600.703125,17784.666015625
ADHD-midler,2013,20 - 24,Kvinne,Vestfold,151,21.080552840988413,7163,629617.5625,55071.19921875
ADHD-midler,2013,20 - 24,Kvinne,Østfold,132,15.639810426540284,8440,469434.34375,44108.6328125
ADHD-midler,2013,20 - 24,Mann,Akershus,183,10.272819131020546,17814,1025302.625,72037.4765625
ADHD-midler,2013,20 - 24,Mann,Aust-Agder,66,17.041053446940356,3873,307361.6875,22945.650390625
ADHD-midler,2013,20 - 24,Mann,Buskerud,136,16.161616161616162,8415,778877.8125,57829.3515625
ADHD-midler,2013,20 - 24,Mann,Finnmark,32,11.180992313067785,2862,163499.4375,14458.939453125
ADHD-midler,2013,20 - 24,Mann,Hedmark,91,14.403292181069959,6318,483955.4375,39304.9453125
ADHD-midler,2013,20 - 24,Mann,Hordaland,144,7.882636303919422,18268,697435.75,51876.9765625
ADHD-midler,2013,20 - 24,Mann,Møre og Romsdal,117,13.181613339342046,8876,613545.4375,42275.41796875
ADHD-midler,2013,20 - 24,Mann,Nordland,161,18.742724097788126,8590,725504.0625,54817.4609375
ADHD-midler,2013,20 - 24,Mann,Nord-Trøndelag,65,13.900769888793841,4676,389821.71875,28707.091796875
ADHD-midler,2013,20 - 24,Mann,Oppland,81,12.893982808022923,6282,392735.28125,33374.03515625
ADHD-midler,2013,20 - 24,Mann,Oslo,122,5.903416239233524,20666,624874.8125,43487.50390625
ADHD-midler,2013,20 - 24,Mann,Rogaland,218,13.483424047501237,16168,1055574.625,74589.7421875
ADHD-midler,2013,20 - 24,Mann,Sogn og Fjordane,33,8.494208494208494,3885,189271.625,13637.146484375
ADHD-midler,2013,20 - 24,Mann,Sør-Trøndelag,141,11.603983211258333,12151,676615.375,56068.25390625
ADHD-midler,2013,20 - 24,Mann,Telemark,72,12.354152367879204,5828,394497.625,29011.453125
ADHD-midler,2013,20 - 24,Mann,Troms,35,5.764163372859025,6072,203665.390625,17564.37890625
ADHD-midler,2013,20 - 24,Mann,Vest-Agder,91,13.812993321190043,6588,399665.21875,30503.259765625
ADHD-midler,2013,20 - 24,Mann,Vestfold,138,17.806451612903226,7750,622048.6875,50184.16015625
ADHD-midler,2013,20 - 24,Mann,Østfold,131,14.379802414928650,9110,735830.5625,55951.49609375
ADHD-midler,2013,25 - 29,Kvinne,Akershus,106,7.234013512591278,14653,534870.5625,45761.94921875
ADHD-midler,2013,25 - 29,Kvinne,Aust-Agder,46,14.556962025316456,3160,197378.015625,21078.958984375
ADHD-midler,2013,25 - 29,Kvinne,Buskerud,49,6.343863283272916,7724,201297.28125,17795.17578125
ADHD-midler,2013,25 - 29,Kvinne,Finnmark,26,11.413520632133450,2278,202263.40625,16465.39453125
ADHD-midler,2013,25 - 29,Kvinne,Hedmark,45,9.187423438138016,4898,167610.59375,18087.673828125
ADHD-midler,2013,25 - 29,Kvinne,Hordaland,109,6.199522238653168,17582,468401.9375,43094.78515625
ADHD-midler,2013,25 - 29,Kvinne,Møre og Romsdal,73,9.919826063323821,7359,316727,23363.20703125
ADHD-midler,2013,25 - 29,Kvinne,Nordland,76,11.456135061802834,6634,479937.78125,35086.14453125
ADHD-midler,2013,25 - 29,Kvinne,Nord-Trøndelag,34,9.439200444197668,3602,178648.84375,17255.3671875
ADHD-midler,2013,25 - 29,Kvinne,Oppland,42,8.974358974358974,4680,238292.390625,22723.83984375
ADHD-midler,2013,25 - 29,Kvinne,Oslo,121,3.563854853911404,33952,424007.1875,39288.66796875
ADHD-midler,2013,25 - 29,Kvinne,Rogaland,111,6.935766058485379,16004,653178.1875,43783.66796875
ADHD-midler,2013,25 - 29,Kvinne,Sogn og Fjordane,24,8.344923504867872,2876,110586.703125,10405.25
ADHD-midler,2013,25 - 29,Kvinne,Sør-Trøndelag,73,6.643611212231525,10988,302016.78125,28420.955078125
ADHD-midler,2013,25 - 29,Kvinne,Telemark,42,8.936170212765957,4700,156229.578125,15475.6162109375
ADHD-midler,2013,25 - 29,Kvinne,Troms,27,5.249854170717480,5143,116850.625,10723
ADHD-midler,2013,25 - 29,Kvinne,Vest-Agder,63,11.649408284023669,5408,306272.625,29959.556640625
ADHD-midler,2013,25 - 29,Kvinne,Vestfold,129,19.363554488141699,6662,672534.625,57713.4609375
ADHD-midler,2013,25 - 29,Kvinne,Østfold,83,10.784823284823285,7696,369467.5,38529.9375
ADHD-midler,2013,25 - 29,Mann,Akershus,138,9.188361408882083,15019,703489.625,59167.01953125
ADHD-midler,2013,25 - 29,Mann,Aust-Agder,47,14.122596153846154,3328,313113.65625,28819.279296875
ADHD-midler,2013,25 - 29,Mann,Buskerud,75,9.227362204724409,8128,439916.34375,33404.8125
ADHD-midler,2013,25 - 29,Mann,Finnmark,30,11.838989739542226,2534,197477.59375,19015.33203125
ADHD-midler,2013,25 - 29,Mann,Hedmark,65,12.452107279693487,5220,417120.40625,29506.47265625
ADHD-midler,2013,25 - 29,Mann,Hordaland,108,5.808325266214908,18594,548344.75,40384.21875
ADHD-midler,2013,25 - 29,Mann,Møre og Romsdal,62,7.487922705314010,8280,331633.65625,28730.8125
ADHD-midler,2013,25 - 29,Mann,Nordland,87,11.872270742358079,7328,540173.6875,43069.30859375
ADHD-midler,2013,25 - 29,Mann,Nord-Trøndelag,40,10.604453870625663,3772,194187.703125,18357.333984375
ADHD-midler,2013,25 - 29,Mann,Oppland,59,11.532447224394058,5116,333829.9375,25991.908203125
ADHD-midler,2013,25 - 29,Mann,Oslo,109,3.483986447612351,31286,791130.3125,52628.78125
ADHD-midler,2013,25 - 29,Mann,Rogaland,114,6.849315068493151,16644,529470,44863.84375
ADHD-midler,2013,25 - 29,Mann,Sogn og Fjordane,22,7.253544345532476,3033,113339.75,7820.66650390625
ADHD-midler,2013,25 - 29,Mann,Sør-Trøndelag,100,8.235197232973730,12143,518605.6875,44954.234375
ADHD-midler,2013,25 - 29,Mann,Telemark,44,8.744038155802862,5032,225196.265625,17836.853515625
ADHD-midler,2013,25 - 29,Mann,Troms,27,4.979712283290299,5422,102151.875,8075.41064453125
ADHD-midler,2013,25 - 29,Mann,Vest-Agder,77,13.289609941318605,5794,432427.65625,39343.96484375
ADHD-midler,2013,25 - 29,Mann,Vestfold,112,16.470588235294118,6800,515637.71875,52344.90625
ADHD-midler,2013,25 - 29,Mann,Østfold,75,9.322560596643878,8045,438510.65625,34338.6875
